tie_id,g1_RT,g2_RT,tmin,tmax
1,-0.031881015396845014,-0.04133397917170731,-0.04117389399912396,1.0538764783180026
2,-0.03357483014652637,-0.08942970981139195,-0.029126213592233007,1.0720258668747908
3,-0.03563791408439407,-0.09841181979933017,-0.042747575005639527,1.069537160658656
4,-0.03635705598974597,-0.11982831957544761,-0.04279535624857728,1.0715559518502007
5,-0.03764284808770636,-0.15249061398004873,-0.041685965724872626,1.0779482584835929
6,-0.038900971039839076,-0.14589538064332808,-0.04414340768422281,1.0871632329635499
7,-0.03799855956520913,-0.14212520512191165,-0.04434410096098182,1.0796042275691478
