tie_id,g1_RT,g2_RT,tmin,tmax
1,-0.04416627970162189,-0.06478316071146495,-0.06093894542090656,1.0953977798334875
2,-0.04806287544287769,-0.12324643037390053,-0.06400000000000002,1.1155891738565182
3,-0.051165996851274986,-0.133132392831636,-0.06715876089060988,1.1210319819284271
4,-0.05294091122668333,-0.16054426634986527,-0.06734992679355783,1.1188271604938271
5,-0.055091323207060464,-0.2061334528343643,-0.07016651836786578,1.1402106792589901
6,-0.05531080269884822,-0.23602997032812092,-0.0627450980392157,1.1250745912400049
7,-0.05857367307177814,-0.2595019728650644,-0.07011599113775575,1.13774770420493
8,-0.06008857734735221,-0.284166306812293,-0.07199681782020685,1.1396025206010663
9,-0.060020553391684855,-0.3112189098604653,-0.0624263839811543,1.1636386108021257
