x1_phase1,x2_phase1,x3_phase1,x1_phase2,x2_phase2,x3_phase2,gibbs_phase1,gibbs_phase2,gibbs_phase1_RT,gibbs_phase2_RT
0.9588,0.0412,0.0,0.0582,0.9418,0.0,-89.31311110162642,-121.43205403596221,-0.03543623923053247,-0.048179883826652885
0.9557,0.0431,0.0012,0.078,0.9094,0.0126,-102.44829265236149,-260.197707110554,-0.040647808170715186,-0.10323711807456794
0.9564,0.0425,0.0011,0.0795,0.9064,0.0142,-101.59113454759841,-273.81100011567025,-0.040307718577103205,-0.1086383844921684
0.956,0.0427,0.0013,0.0805,0.8978,0.0217,-103.28490408379884,-335.10730160715,-0.04097974558126713,-0.13295855850477611
0.9576,0.0406,0.0018,0.0841,0.8814,0.0345,-107.07100096440229,-426.58249824940526,-0.04248193303343611,-0.1692526357336672
0.9552,0.0423,0.0025,0.0911,0.8628,0.046,-112.13269294865557,-498.85973992285244,-0.0444902308729456,-0.19792965297415882
0.9553,0.042,0.0027,0.081,0.8576,0.0615,-113.43076987640671,-593.2431174331846,-0.04500526124176887,-0.23537759206829795
0.9555,0.0417,0.0028,0.0878,0.8545,0.0577,-114.05119398460113,-570.2872007796559,-0.045251423276112854,-0.22626950766437448
0.9548,0.0422,0.003,0.083,0.8571,0.0599,-115.35705229655264,-583.9053365371915,-0.045769541019104014,-0.23167269551244746
