z1,z2,z3,gibbs_e_mix,gibbs_e_mix_RT
0.18,0.34,0.48,-1854.82746499297,-0.735929013894311
0.18,0.36,0.46,-1837.7021651245268,-0.7291343091130361
0.18,0.38,0.44,-1815.556004162776,-0.7203475067253607
0.18,0.4,0.42,-1788.5334511402325,-0.7096259268619407
0.18,0.42,0.4,-1756.763386743387,-0.697020704756812
0.18,0.44,0.38,-1720.3605615145607,-0.6825773693095882
0.18,0.46,0.36,-1679.4264439416365,-0.6663361795770489
0.18,0.48,0.34,-1634.049467105975,-0.6483322226341858
0.18,0.5,0.32,-1584.3046329177487,-0.6285952565489784
0.18,0.52,0.3,-1530.2523763337413,-0.6071492597447519
0.18,0.54,0.28,-1471.9365195247265,-0.5840116192871674
0.18,0.56,0.26,-1409.3810450217698,-0.5591918505844077
0.18,0.58,0.24,-1342.5852670536897,-0.5326896815470634
0.18,0.6,0.22,-1271.5167466698713,-0.5044922415629679
0.18,0.62,0.2,-1196.1009156450946,-0.4745699446347767
0.18,0.64,0.18,-1116.2057262973285,-0.4428703989782088
0.18,0.66,0.16,-1031.618487195221,-0.40930921626157685
0.18,0.68,0.14,-942.009859330894,-0.37375572657844536
0.18,0.7000000000000001,0.12,-846.8755725360415,-0.3360098536119052
0.18,0.72,0.1,-745.4367217092886,-0.2957625557535099
0.18,0.74,0.08,-636.4557376374269,-0.2525228099254305
0.18,0.76,0.06,-517.8575940721662,-0.2054673201340881
0.18,0.78,0.04,-385.8069892336889,-0.15307437618806116
0.18,0.8,0.02,-231.66324538239087,-0.0919156670620385
0.18,0.8200000000000001,0.0,-12.583287519257283,-0.004992597182418097
0.2,0.0,0.8,-970.3582734754527,-0.3850033605824802
0.2,0.02,0.78,-1181.379601068962,-0.4687290549974852
0.2,0.04,0.76,-1320.3731604479108,-0.5238767142930078
0.2,0.06,0.74,-1430.832658684456,-0.567703081514063
0.2,0.08,0.72,-1521.9935274219752,-0.6038724447038655
0.2,0.1,0.7,-1598.2360786303616,-0.6341227545502247
0.2,0.12,0.68,-1662.1360608894247,-0.6594759757092367
0.2,0.14,0.66,-1715.392347222034,-0.6806061600655368
0.2,0.16,0.64,-1759.2100896995762,-0.6979914687377343
0.2,0.18,0.62,-1794.488670435545,-0.7119887442917227
0.2,0.2,0.6,-1821.9249457757323,-0.7228744743324483
0.2,0.22,0.58,-1842.074739507676,-0.7308691898039379
0.2,0.24,0.56,-1855.3917694573101,-0.7361529096667297
0.2,0.26,0.54,-1862.2534859445987,-0.7388753926703614
0.2,0.28,0.52,-1862.9788808873527,-0.7391632033670328
0.2,0.3,0.5,-1857.8411366985456,-0.7371247307404026
0.2,0.32,0.48,-1847.0768232225855,-0.7328538372200489
0.2,0.34,0.46,-1830.8926996987939,-0.726432557456622
0.2,0.36,0.44,-1809.4707949591175,-0.7179331139620933
0.2,0.38,0.42,-1782.9722022999813,-0.7074194227788009
0.2,0.4,0.4,-1751.5398723258586,-0.6949482015796127
0.2,0.42,0.38,-1715.3005823320382,-0.6805697510483751
0.2,0.44,0.36,-1674.36618369574,-0.6643284497999694
0.2,0.46,0.34,-1628.8341659351318,-0.6462629781786994
0.2,0.48,0.32,-1578.7875178021059,-0.6264062631448875
0.2,0.5,0.3,-1524.293803283952,-0.6047851116654774
0.2,0.52,0.28,-1465.4032939356293,-0.5814194696904654
0.2,0.54,0.26,-1402.1458952228513,-0.5563212026360737
0.2,0.56,0.24,-1334.5264527698437,-0.5294922330722045
0.2,0.58,0.22,-1262.517789398631,-0.5009217780693589
0.2,0.6,0.2,-1186.0504422732938,-0.47058227726555946
0.2,0.62,0.18,-1104.9974209230204,-0.4384233453965582
0.2,0.64,0.16,-1019.1511493160215,-0.40436262373774806
0.2,0.66,0.14,-928.1875694846822,-0.3682715377100632
0.2,0.68,0.12,-831.6079692793583,-0.3299522162190585
0.2,0.7,0.1,-728.639396616968,-0.2890979796004387
0.2,0.72,0.08,-618.0507579200876,-0.24522037407640257
0.2,0.74,0.06,-497.7741655486011,-0.19749893599706533
0.2,0.76,0.04,-363.98227588127247,-0.14441511268290777
0.2,0.78,0.02,-208.0433656503751,-0.08254414592190354
0.2,0.8,0.0,12.875487824096126,0.005108531783483799
0.22,0.0,0.78,-1004.5951893752572,-0.39858734088925285
0.22,0.02,0.76,-1212.1621916921285,-0.4809424829254057
0.22,0.04,0.74,-1347.651459031782,-0.534699764822734
0.22,0.06,0.72,-1454.5563859094545,-0.577115805614877
0.22,0.08,0.7,-1542.1121226863033,-0.6118547817423522
0.22,0.1,0.68,-1614.6987317444364,-0.6406545448654878
0.22,0.12,0.66,-1674.891743417611,-0.6645369730481738
0.22,0.14,0.64,-1724.3898424279614,-0.6841760434640674
0.22,0.16,0.62,-1764.3980197015335,-0.7000498532950858
0.22,0.18,0.6,-1795.815518726733,-0.7125151901056599
0.22,0.2,0.58,-1819.3390726790822,-0.7218484926311902
0.22,0.22,0.56,-1835.5243873760483,-0.7282702450094107
0.22,0.24,0.54,-1844.8250534422077,-0.7319604157319233
0.22,0.26,0.52,-1847.6183648652113,-0.7330687015212102
0.22,0.28,0.5,-1844.2231010362666,-0.7317215826065375
0.22,0.3,0.48,-1834.9121391819172,-0.7280273268845343
0.22,0.32,0.46,-1819.9216024574998,-0.7220796195545759
0.22,0.34,0.44,-1799.457596709548,-0.7139602360244884
0.22,0.36,0.42,-1773.701203742301,-0.7037410230596145
0.22,0.38,0.4,-1742.8121602141364,-0.6914853584369717
0.22,0.4,0.38,-1706.931495399087,-0.6772491975144184
0.22,0.42,0.36,-1666.1832923774564,-0.6610817720079238
0.22,0.44,0.34,-1620.6756543807605,-0.6430259734025832
0.22,0.46,0.32,-1570.5008867025826,-0.6231184251283196
0.22,0.48,0.3,-1515.734833453098,-0.6013892194078676
0.22,0.5,0.28,-1456.4352261363674,-0.5778612620314726
0.22,0.52,0.26,-1392.6387932762173,-0.5525491255601039
0.22,0.54,0.24,-1324.356725742624,-0.5254572501296025
0.22,0.56,0.22,-1251.5678554736678,-0.49657723701220097
0.22,0.58,0.2,-1174.2085223492086,-0.46588382815542595
0.22,0.6,0.18,-1092.1574544849937,-0.4333289072250764
0.22,0.62,0.16,-1005.2128289741449,-0.39883239813017163
0.22,0.64,0.14,-913.0564940249824,-0.3622680696504291
0.22,0.66,0.12,-815.1959183006738,-0.3234405030162501
0.22,0.68,0.1,-710.8647329903843,-0.2820456305696546
0.22,0.7,0.08,-598.8389675451272,-0.2375978246950549
0.22,0.72,0.06,-477.05854732393937,-0.18927972166041324
0.22,0.74,0.04,-341.704798592119,-0.1355762086862378
0.22,0.76,0.02,-184.15571274470813,-0.07306638199026814
0.22,0.78,0.0,38.41065967857867,0.015239972145006764
0.24,0.0,0.76,-1032.4983455904294,-0.4096583125162815
0.24,0.02,0.74,-1236.5711359050692,-0.4906270765514219
0.24,0.04,0.72,-1368.5160775833647,-0.5429780971451451
0.24,0.06,0.7,-1471.8263116829112,-0.5839678927681885
0.24,0.08,0.68,-1555.7367704641292,-0.6172605533265199
0.24,0.1,0.66,-1624.6273336485247,-0.6445938580072913
0.24,0.12,0.64,-1681.0733834418788,-0.6669896261025248
0.24,0.14,0.62,-1726.7734887297556,-0.6851217888260808
0.24,0.16,0.6,-1762.9325528745176,-0.6994684086177478
0.24,0.18,0.58,-1790.4497537011266,-0.7103862469890568
0.24,0.2,0.56,-1810.0217711474543,-0.7181517215526183
0.24,0.22,0.54,-1822.2042566661148,-0.7229852948761423
0.24,0.24,0.52,-1827.4507264806998,-0.7250669059315881
0.24,0.26,0.5,-1826.138354196628,-0.7245462036780861
0.24,0.28,0.48,-1818.5857176399186,-0.7215495883710649
0.24,0.3,0.46,-1805.0653638758959,-0.716185196911023
0.24,0.32,0.44,-1785.8128937210313,-0.7085465072520077
0.24,0.34,0.42,-1761.0336134109712,-0.6987149775449241
0.24,0.36,0.4,-1730.9074139775985,-0.6867619820993507
0.24,0.38,0.38,-1695.5922974355926,-0.6727502104478997
0.24,0.4,0.36,-1655.2268090532489,-0.656734632384043
0.24,0.42,0.34,-1609.9315205780404,-0.6387630864528181
0.24,0.44,0.32,-1559.809617952822,-0.6188765131355402
0.24,0.46,0.3,-1504.9465629152073,-0.5971088205845706
0.24,0.48,0.28,-1445.4087069423986,-0.5734863346863381
0.24,0.5,0.26,-1381.2406224199858,-0.5480267401648364
0.24,0.52,0.24,-1312.4607573442063,-0.5207373565233266
0.24,0.54,0.22,-1239.054780143675,-0.49161249750829156
0.24,0.56,0.2,-1160.965596341959,-0.46062951007920133
0.24,0.58,0.18,-1078.0783679592896,-0.42774283064439916
0.24,0.6,0.16,-990.197707398198,-0.3928749364128729
0.24,0.62,0.14,-897.0120308830046,-0.3559022021175241
0.24,0.64,0.12,-798.0356410265313,-0.3166319204548739
0.24,0.66,0.1,-692.5094076657961,-0.27476289580279334
0.24,0.68,0.08,-579.2171515265163,-0.22981259184405944
0.24,0.7,0.06,-456.1073027602638,-0.18096701924328423
0.24,0.72,0.04,-319.37058392076233,-0.1267147933312211
0.24,0.74,0.02,-160.39547386720142,-0.06363917137524576
0.24,0.76,0.0,63.62817155326593,0.02524537641956392
0.26,0.0,0.74,-1054.476762518003,-0.4183785600874099
0.26,0.02,0.72,-1255.0163400311503,-0.4979454720031722
0.26,0.04,0.7,-1383.3779131134506,-0.5488747404571186
0.26,0.06,0.68,-1483.054437034145,-0.5884228102058309
0.26,0.08,0.66,-1563.2806978904555,-0.6202537131629619
0.26,0.1,0.64,-1628.4364684589818,-0.6461051860837606
0.26,0.12,0.62,-1681.0970615397528,-0.6669990207225356
0.26,0.14,0.6,-1722.9610107647968,-0.6836091343058089
0.26,0.16,0.58,-1755.2332127331683,-0.696413586589931
0.26,0.18,0.56,-1778.8128583223443,-0.7057691442652027
0.26,0.2,0.54,-1794.3966476871392,-0.7119522329655922
0.26,0.22,0.52,-1802.5402417697587,-0.7151833190239392
0.26,0.24,0.5,-1803.6971307599015,-0.7156423310828878
0.26,0.26,0.48,-1798.244392802695,-0.7134788802263489
0.26,0.28,0.46,-1786.500394894836,-0.7088192830602371
0.26,0.3,0.44,-1768.7372959881504,-0.7017715224955348
0.26,0.32,0.42,-1745.190048298271,-0.6924288191447389
0.26,0.34,0.4,-1716.0629372321673,-0.6808722261305477
0.26,0.36,0.38,-1681.534310500676,-0.6671725054281008
0.26,0.38,0.36,-1641.7599016009735,-0.6513914465036266
0.26,0.4,0.34,-1596.8749873025154,-0.6335827223274832
0.26,0.42,0.32,-1546.9954958790768,-0.6137923290808855
0.26,0.44,0.3,-1492.2180786752979,-0.5920586145509429
0.26,0.46,0.28,-1432.6190536694921,-0.5684118589742719
0.26,0.48,0.26,-1368.25200749358,-0.5428733236045101
0.26,0.5,0.24,-1299.143677989954,-0.5154536170585542
0.26,0.52,0.22,-1225.2874956875803,-0.4861501328059149
0.26,0.54,0.2,-1146.6337749745016,-0.4549431573777643
0.26,0.56,0.18,-1063.0748930265618,-0.4217899898974177
0.26,0.58,0.16,-974.4226341005997,-0.38661595310843067
0.26,0.6,0.14,-880.3726892599407,-0.3493003081389063
0.26,0.62,0.12,-780.446885562772,-0.30965333311541937
0.26,0.64,0.1,-673.8940180277032,-0.2673769768436561
0.26,0.66,0.08,-559.5063930372071,-0.2219920698106523
0.26,0.68,0.06,-435.2416594421579,-0.17268828033027042
0.26,0.7,0.04,-297.30068145272435,-0.11795824757880613
0.26,0.72,0.02,-137.08321480794575,-0.054389703085109264
0.26,0.74,0.0,88.20823223083426,0.03499786292157598
0.28,0.0,0.72,-1070.8840696821353,-0.4248883911147431
0.28,0.02,0.7,-1267.8525037556174,-0.5030384013942996
0.28,0.04,0.68,-1392.5928541776957,-0.5525308985734368
0.28,0.06,0.66,-1488.5979674505215,-0.5906222842538565
0.28,0.08,0.64,-1565.1025649059447,-0.6209765646526343
0.28,0.1,0.62,-1626.4863974533146,-0.6453314678488788
0.28,0.12,0.6,-1675.324796183726,-0.6647087928541375
0.28,0.14,0.58,-1713.3163482448508,-0.6797824781280204
0.28,0.16,0.56,-1741.6660311219239,-0.6910306155196132
0.28,0.18,0.54,-1761.2731322227592,-0.6988100100189925
0.28,0.2,0.52,-1772.8344470290722,-0.7033971250824217
0.28,0.22,0.5,-1776.9057069903065,-0.7050124550174839
0.28,0.24,0.48,-1773.9404154155818,-0.7038359336721389
0.28,0.26,0.46,-1764.3155617508746,-0.7000171369376557
0.28,0.28,0.44,-1748.3492622744416,-0.693682281943864
0.28,0.3,0.42,-1726.3131819440496,-0.6849391556026209
0.28,0.32,0.4,-1698.441426178626,-0.6738806425478614
0.28,0.34,0.38,-1664.9369330417212,-0.660587261324738
0.28,0.36,0.36,-1625.9760025238684,-0.6451289614464165
0.28,0.38,0.34,-1581.711348522338,-0.6275663343101818
0.28,0.4,0.32,-1532.2738850877613,-0.6079513219160333
0.28,0.42,0.3,-1477.773322807774,-0.5863274534903258
0.28,0.44,0.28,-1418.2975272734911,-0.5627295909482751
0.28,0.46,0.26,-1353.9104563931505,-0.537183110493991
0.28,0.48,0.24,-1284.6483203377811,-0.5097023790246439
0.28,0.5,0.22,-1210.5133584171763,-0.48028828501804594
0.28,0.52,0.2,-1131.4642356324202,-0.44892442822912554
0.28,0.54,0.18,-1047.401406226476,-0.41557131247174334
0.28,0.56,0.16,-958.1446292484725,-0.380157424601016
0.28,0.58,0.14,-863.3976323578281,-0.3425652143781403
0.28,0.6,0.12,-762.6905032503137,-0.3026082374544128
0.28,0.62,0.1,-655.2806869047317,-0.2599918746294895
0.28,0.64,0.08,-539.9697019993273,-0.2142406114989655
0.28,0.66,0.06,-414.72515748845444,-0.1645480681885406
0.28,0.68,0.04,-275.75882840694703,-0.10941121289841597
0.28,0.7,0.02,-114.48255784579442,-0.04542257298517694
0.28,0.72,0.0,111.88762720694831,0.04439299757602837
0.3,0.0,0.7,-1082.0315963176909,-0.42931132987271325
0.3,0.02,0.68,-1275.392232547405,-0.5060298953631426
0.3,0.04,0.66,-1396.4749166327092,-0.5540711617236835
0.3,0.06,0.64,-1488.772473475321,-0.5906915219857605
0.3,0.08,0.62,-1561.5196511748873,-0.6195549929869508
0.3,0.1,0.6,-1619.0962736995716,-0.6423993317934805
0.3,0.12,0.58,-1664.0777873028492,-0.660246383109199
0.3,0.14,0.56,-1698.1629293852748,-0.6737701450086714
0.3,0.16,0.54,-1722.5568519978697,-0.6834487786024268
0.3,0.18,0.52,-1738.1590256511881,-0.6896391615291417
0.3,0.2,0.5,-1745.6664150618599,-0.6926178243914243
0.3,0.22,0.48,-1745.6348758497588,-0.6926053107632305
0.3,0.24,0.46,-1738.5179475532823,-0.6897815688669985
0.3,0.26,0.44,-1724.6925094694307,-0.6842961308908337
0.3,0.28,0.42,-1704.4763420965755,-0.6762750807391508
0.3,0.3,0.4,-1678.1404417344202,-0.6658259400242685
0.3,0.32,0.38,-1645.917767119001,-0.6530411384174772
0.3,0.34,0.36,-1608.0094347398335,-0.6380004717286841
0.3,0.36,0.34,-1564.588980006516,-0.6207727925844927
0.3,0.38,0.32,-1515.8050418661733,-0.6014170755881199
0.3,0.4,0.3,-1461.782641646696,-0.579982924718527
0.3,0.42,0.28,-1402.6230714457633,-0.556510529047187
0.3,0.44,0.26,-1338.4022522224477,-0.5310300112877205
0.3,0.46,0.24,-1269.1672358085634,-0.5035600399194566
0.3,0.48,0.22,-1194.930266995385,-0.4741054732364082
0.3,0.5,0.2,-1115.659424539279,-0.4426536460339711
0.3,0.52,0.18,-1031.2642005931157,-0.4091686480445086
0.3,0.54,0.16,-941.573213099171,-0.37358248101420966
0.3,0.56,0.14,-846.2990550870127,-0.3357811121651862
0.3,0.58,0.12,-744.9808667898333,-0.2955816888709102
0.3,0.6,0.1,-636.8855145795796,-0.2526933300019349
0.3,0.62,0.08,-520.8244954991624,-0.2066444802110763
0.3,0.64,0.06,-394.776153733334,-0.15663301897843235
0.3,0.66,0.04,-254.96397362053085,-0.10116056033591435
0.3,0.68,0.02,-92.81272212026624,-0.03682475936761758
0.3,0.7,0.0,134.4471649037041,0.05334381302621254
0.32,0.0,0.68,-1088.1980899044502,-0.4317579733638946
0.32,0.02,0.66,-1277.9157805085488,-0.5070311486859505
0.32,0.04,0.64,-1395.3060124170297,-0.5536073824541734
0.32,0.06,0.62,-1483.8616870226688,-0.588743098048896
0.32,0.08,0.6,-1552.8176814668404,-0.6161023635068255
0.32,0.1,0.58,-1606.5539978870875,-0.6374230065854068
0.32,0.12,0.56,-1647.6463036827336,-0.6537269597312311
0.32,0.14,0.54,-1677.7935905721388,-0.665688321923047
0.32,0.16,0.52,-1698.2012834195848,-0.6737853625139011
0.32,0.18,0.5,-1709.7691228834374,-0.6783750663274323
0.32,0.2,0.48,-1713.1943113747366,-0.6797340582748659
0.32,0.22,0.46,-1709.0328684751948,-0.6780829469843347
0.32,0.24,0.44,-1697.7383673291224,-0.6736016940118978
0.32,0.26,0.42,-1679.6875132930545,-0.6664397625323227
0.32,0.28,0.4,-1655.1976004788412,-0.6567230434692966
0.32,0.3,0.38,-1624.5386838836457,-0.6445586849600508
0.32,0.32,0.36,-1587.9421322148337,-0.6300384858095259
0.32,0.34,0.34,-1545.6065585864817,-0.6132412485780397
0.32,0.36,0.32,-1497.7017183272146,-0.5942343260916398
0.32,0.38,0.3,-1444.3706907879096,-0.5730744871051496
0.32,0.4,0.28,-1385.7304554703187,-0.5498081448893422
0.32,0.42,0.26,-1321.8707861213297,-0.5244709184472072
0.32,0.44,0.24,-1252.85118053708,-0.4970864143703367
0.32,0.46,0.22,-1178.6952728244833,-0.4676640098247066
0.32,0.48,0.2,-1099.3817690115266,-0.4361952561259397
0.32,0.5,0.18,-1014.830281837334,-0.40264825849204555
0.32,0.52,0.16,-924.8792717147553,-0.36695892380853234
0.32,0.54,0.14,-829.2511076554874,-0.3290170980566007
0.32,0.56,0.12,-727.494842181547,-0.2886438614504193
0.32,0.58,0.1,-618.8875912294798,-0.24555239952016925
0.32,0.6,0.08,-502.25164420339934,-0.19927543894051888
0.32,0.62,0.06,-375.57689664795953,-0.14901544235688036
0.32,0.64,0.04,-235.09937635023834,-0.09327900059170957
0.32,0.66,0.02,-72.25764236887471,-0.028669240939375083
0.34,0.0,0.66,-1089.637137093021,-0.4323289356762498
0.34,0.02,0.64,-1275.6784983569305,-0.5061434753693113
0.34,0.04,0.62,-1389.3434263207673,-0.5512416421419881
0.34,0.06,0.6,-1474.1250086122964,-0.5848799332659772
0.34,0.08,0.58,-1539.2583649054359,-0.6107225130062005
0.34,0.1,0.56,-1589.1237908998519,-0.630507325595025
0.34,0.12,0.54,-1626.2972897797954,-0.6452564367064575
0.34,0.14,0.52,-1652.4782177227462,-0.6556440899235544
0.34,0.16,0.5,-1668.8723728422374,-0.6621487026912779
0.34,0.18,0.48,-1676.3798494950206,-0.6651274001681013
0.34,0.2,0.46,-1675.6981446022255,-0.6648569241162905
0.34,0.22,0.44,-1667.3834583093812,-0.6615579548052248
0.34,0.24,0.42,-1651.889355309835,-0.6554104504379246
0.34,0.26,0.4,-1629.592241012262,-0.6465637551806037
0.34,0.28,0.38,-1600.8086783718427,-0.6351434698602064
0.34,0.3,0.36,-1565.8073693615952,-0.6212562057825101
0.34,0.32,0.34,-1524.8174467832177,-0.6049928746252782
0.34,0.34,0.32,-1478.034045739092,-0.5864308989985285
0.34,0.36,0.3,-1425.6217033776047,-0.5656355613415424
0.34,0.38,0.28,-1367.715843447022,-0.5426605929405988
0.34,0.4,0.26,-1304.4223644227295,-0.5175480105126345
0.34,0.42,0.24,-1235.815112580647,-0.49032711361140513
0.34,0.44,0.22,-1161.9307304593785,-0.46101244068202746
0.34,0.46,0.2,-1082.759952393455,-0.42960031544076077
0.34,0.48,0.18,-998.2337452352731,-0.39606334801054055
0.34,0.5,0.16,-908.2015178682377,-0.36034178923731963
0.34,0.52,0.14,-812.3964261017682,-0.3223297649167615
0.34,0.54,0.12,-710.3783772327452,-0.28185266204838977
0.34,0.56,0.1,-601.4356338912921,-0.23862808877061567
0.34,0.58,0.08,-484.40214994158487,-0.1921933997975094
0.34,0.6,0.06,-357.28023802802136,-0.14175598443431667
0.34,0.62,0.04,-216.31934661159084,-0.08582775834556293
0.34,0.64,0.02,-52.97273331481074,-0.02101768068859318
0.36,0.0,0.64,-1086.582982281514,-0.4311171565856693
0.36,0.02,0.62,-1268.9166820838218,-0.5034606291877004
0.36,0.04,0.6,-1378.8256965521723,-0.5470685841928821
0.36,0.06,0.58,-1459.8034215656153,-0.5791976411759658
0.36,0.08,0.56,-1521.085344300569,-0.6035121102136844
0.36,0.1,0.54,-1567.052179426435,-0.6217501017705699
0.36,0.12,0.52,-1600.2803881728469,-0.6349338632566086
0.36,0.14,0.5,-1622.4698052647618,-0.6437378281253326
0.36,0.16,0.48,-1634.8267010102718,-0.6486406011715699
0.36,0.18,0.46,-1638.2515976576324,-0.6499994773257957
0.36,0.2,0.44,-1633.4423228765481,-0.6480913295794479
0.36,0.22,0.42,-1620.955237533246,-0.6431369019701149
0.36,0.24,0.4,-1601.2437970210558,-0.6353161093344896
0.36,0.26,0.38,-1574.6838905579752,-0.6247780910328391
0.36,0.28,0.36,-1541.5909706087914,-0.6116480072893473
0.36,0.3,0.34,-1502.2317770640257,-0.596031690925828
0.36,0.32,0.32,-1456.8322740955628,-0.5780187964213791
0.36,0.34,0.3,-1405.5827284722945,-0.5576848148058943
0.36,0.36,0.28,-1348.640417699724,-0.5350921481527293
0.36,0.38,0.26,-1286.130133086861,-0.5102903091776032
0.36,0.4,0.24,-1218.142354381247,-0.4833151969992439
0.36,0.42,0.22,-1144.7286502183742,-0.4541872722026826
0.36,0.44,0.2,-1065.89341997281,-0.42290828030196215
0.36,0.46,0.18,-981.5804061698345,-0.38945590034881306
0.36,0.48,0.16,-891.6512236474846,-0.35377522607421397
0.36,0.5,0.14,-795.8509490311371,-0.31576511302605503
0.36,0.52,0.12,-693.7513880427332,-0.27525566907218146
0.36,0.54,0.1,-584.652931052341,-0.23196931420324785
0.36,0.56,0.08,-467.4021388977617,-0.18544840512830407
0.36,0.58,0.06,-340.0146669615483,-0.1349056250725526
0.36,0.6,0.04,-198.75431343094806,-0.07885858315723873
0.36,0.62,0.02,-35.089986776401474,-0.01392244823483861
0.36,0.64,0.0,193.69898919568368,0.07685281181214587
0.38,0.0,0.62,-1079.255208398412,-0.4282097587227353
0.38,0.02,0.6,-1257.8522871376335,-0.499070674102516
0.38,0.04,0.58,-1363.9773642193322,-0.5411772984652775
0.38,0.06,0.56,-1441.1242784941787,-0.5717864271410231
0.38,0.08,0.54,-1498.5290210175444,-0.5945625701275825
0.38,0.1,0.52,-1540.5728600403818,-0.6112440575307924
0.38,0.12,0.5,-1569.8328428478271,-0.6228533692864436
0.38,0.14,0.48,-1588.0093973654402,-0.6300651742087919
0.38,0.16,0.46,-1596.3093580306158,-0.6333583009189399
0.38,0.18,0.44,-1595.6337312821306,-0.6330902364567957
0.38,0.2,0.42,-1586.6806784033215,-0.6295379861797219
0.38,0.22,0.4,-1570.0066458674992,-0.6229223280911266
0.38,0.24,0.38,-1546.0647927269965,-0.613423059450224
0.38,0.26,0.36,-1515.2301458525362,-0.6011889774688108
0.38,0.28,0.34,-1477.8164759034626,-0.58634457509099
0.38,0.3,0.32,-1434.0876709604636,-0.5689945536427148
0.38,0.32,0.3,-1384.2651852955933,-0.54922677823658
0.38,0.34,0.28,-1328.5324319244028,-0.5271140205789665
0.38,0.36,0.26,-1267.0365160026322,-0.50271464671968
0.38,0.38,0.24,-1199.887332201377,-0.47607225892278976
0.38,0.4,0.22,-1127.1536757592094,-0.44721415267158926
0.38,0.42,0.2,-1048.8555468222075,-0.41614826330672816
0.38,0.44,0.18,-964.9511213988208,-0.38285799656839525
0.38,0.46,0.16,-875.3156664772014,-0.34729386287109454
0.38,0.48,0.14,-779.7074658355523,-0.30935995788727716
0.38,0.5,0.12,-677.7113914996817,-0.2688915737255338
0.38,0.52,0.1,-568.6410450521989,-0.22561637211182947
0.38,0.54,0.08,-451.3566222887839,-0.1790821196174765
0.38,0.56,0.06,-323.888119297239,-0.12850718934518443
0.38,0.58,0.04,-182.5146753031322,-0.0724152771899911
0.38,0.6,0.02,-18.721856653024133,-0.007428161252174966
0.38,0.62,0.0,210.19268993973674,0.08339692071344729
0.4,0.0,0.6,-1067.8625993877795,-0.4236895800683234
0.4,0.02,0.58,-1242.6968279310822,-0.49305753144666525
0.4,0.04,0.56,-1345.0129117768593,-0.5336528839046556
0.4,0.06,0.54,-1418.305280299286,-0.5627326670708448
0.4,0.08,0.52,-1471.8105756354162,-0.5839616492689229
0.4,0.1,0.5,-1509.9107618275375,-0.5990784366697736
0.4,0.12,0.48,-1535.183602900197,-0.6091057935856797
0.4,0.14,0.46,-1549.3302300315845,-0.6147186678563181
0.4,0.16,0.44,-1553.5581185855954,-0.6163961423994396
0.4,0.18,0.42,-1548.7687852752315,-0.614495906713464
0.4,0.2,0.4,-1535.6606762153715,-0.6092950791666936
0.4,0.22,0.38,-1514.7901663442535,-0.6010144093799856
0.4,0.24,0.36,-1486.6098062097262,-0.5898334531797992
0.4,0.26,0.34,-1451.4932277199987,-0.5759004543068365
0.4,0.28,0.32,-1409.7516741213803,-0.5593389029183551
0.4,0.3,0.3,-1361.6448907865451,-0.5402518566623483
0.4,0.32,0.28,-1307.387894264677,-0.518724626393868
0.4,0.34,0.26,-1247.1543970731946,-0.4948261350095486
0.4,0.36,0.24,-1181.0771434861144,-0.4686090506763874
0.4,0.38,0.22,-1109.2449527037588,-0.44010861366753207
0.4,0.4,0.2,-1031.6957446977776,-0.40933986926771654
0.4,0.42,0.18,-948.4040863592036,-0.37629272653147233
0.4,0.44,0.16,-859.2605799978683,-0.34092378037893767
0.4,0.46,0.14,-764.0381924834019,-0.3031429522066263
0.4,0.48,0.12,-662.336183436445,-0.26279124260474107
0.4,0.5,0.1,-553.4825746971374,-0.219602034740246
0.4,0.52,0.08,-436.3523290826579,-0.1731289542089584
0.4,0.54,0.06,-308.9908688599521,-0.12259649466820505
0.4,0.56,0.04,-167.6937404449627,-0.06653486179771319
0.4,0.58,0.02,-3.9642404513792826,-0.0015728684318541462
0.4,0.6,0.0,224.88055779969727,0.08922453989334317
0.42,0.0,0.58,-1052.6064100755175,-0.41763647131925685
0.42,0.02,0.56,-1223.654688645067,-0.48550229353279895
0.42,0.04,0.54,-1322.1401166276737,-0.5245777791324656
0.42,0.06,0.52,-1391.5578739618177,-0.5521202555438038
0.42,0.08,0.5,-1441.1454105625708,-0.57179481158785
0.42,0.1,0.48,-1475.285533311595,-0.5853403878439226
0.42,0.12,0.46,-1496.5568515300365,-0.5937800840076782
0.42,0.14,0.44,-1506.6612973960728,-0.5977891657268605
0.42,0.16,0.42,-1506.8070370297137,-0.5978469899864722
0.42,0.18,0.4,-1497.8960755836124,-0.5943114400802687
0.42,0.2,0.38,-1480.6270174814235,-0.5874596971877968
0.42,0.22,0.36,-1455.5558887998995,-0.5775123725141882
0.42,0.24,0.34,-1423.1341386570166,-0.564648584878032
0.42,0.26,0.32,-1383.7332036735897,-0.5490157070087273
0.42,0.28,0.3,-1337.660560524415,-0.5307357346230449
0.42,0.3,0.28,-1285.1699432594978,-0.5099093402917422
0.42,0.32,0.26,-1226.4671518241666,-0.4866181780520185
0.42,0.34,0.24,-1161.7120876201407,-0.4609256910451409
0.42,0.36,0.22,-1091.0170448162698,-0.4328764335698285
0.42,0.38,0.2,-1014.4406796316453,-0.40249367831008526
0.42,0.4,0.18,-931.976291192932,-0.3697747665997016
0.42,0.42,0.16,-843.5318006656107,-0.3346831648595888
0.42,0.44,0.14,-748.8965718734744,-0.29713530020958845
0.42,0.46,0.12,-647.685764087827,-0.25697848165103837
