tie_id,g1_RT,g2_RT,tmin,tmax
1,-0.03946795111341323,-0.05553891672747036,-0.05267958950969213,1.0875712656784493
2,-0.045736098125897816,-0.11393015501875021,-0.057193396226415096,1.1047796255378532
3,-0.045413976346074456,-0.12216863868714259,-0.05718665251739182,1.1016929499072357
4,-0.046654106018847195,-0.14854361749855263,-0.057482299291971684,1.1103061462958637
5,-0.048391782165423655,-0.1934315430588146,-0.05985526799950938,1.1116578793204452
6,-0.04541282901426189,-0.19927401570984188,-0.03365384615384615,1.1145906638517475
7,-0.05140394124840571,-0.2667177193958638,-0.05232558139534883,1.1209686946249262
8,-0.05251214132164548,-0.2906457314215255,-0.05118601747815232,1.1321564885496183
9,-0.05211603795210303,-0.2547312570835561,-0.061623568763669104,1.1281380130874479
