z1,z2,z3,gibbs_e_mix,gibbs_e_mix_RT
0.04,0.6,0.36,-1617.9196022672731,-0.6212348875154853
0.04,0.62,0.34,-1577.4377444286147,-0.6056910110672522
0.04,0.64,0.32,-1533.4459152147756,-0.588799405925092
0.04,0.66,0.3,-1485.9801444472396,-0.5705739065107306
0.04,0.68,0.28,-1435.0621336051572,-0.5510228455719387
0.04,0.7,0.26,-1380.6953128141704,-0.5301475401789307
0.04,0.72,0.24,-1322.8592938883758,-0.5079401618510093
0.04,0.74,0.22,-1261.5020256653534,-0.48438072442941493
0.04,0.76,0.2,-1196.5285669250334,-0.459432773199038
0.04,0.78,0.18,-1127.784724246765,-0.4330371022931599
0.04,0.8,0.16,-1055.0326073077667,-0.40510236862668075
0.04,0.82,0.14,-977.9128962124423,-0.3754906036289685
0.04,0.84,0.12,-895.8840533567345,-0.34399387233708023
0.04,0.86,0.1,-808.1186882663933,-0.3102944804555257
0.04,0.88,0.08,-713.312726142347,-0.2738917005316072
0.04,0.9,0.06,-609.2932460748198,-0.2339511930375306
0.04,0.92,0.04,-492.06407232820584,-0.1889385407005696
0.04,0.94,0.02,-352.65825848028044,-0.13541069236777337
0.04,0.96,0.0,-146.76054549022228,-0.056351855086967516
0.06,0.0,0.94,-508.87703049756965,-0.1953942361272833
0.06,0.02,0.92,-750.9325332735825,-0.2883366313049144
0.06,0.04,0.9,-918.9221298623743,-0.3528398352925312
0.06,0.06,0.88,-1057.792468569438,-0.4061620764749879
0.06,0.08,0.86,-1177.090439135056,-0.4519690876647284
0.06,0.1,0.84,-1281.3459442140374,-0.49200022201766513
0.06,0.12,0.82,-1373.2240884849598,-0.5272788035623177
0.06,0.14,0.8,-1454.4837753692264,-0.5584802009434663
0.06,0.16,0.78,-1526.3736328633386,-0.5860838516262777
0.06,0.18,0.76,-1589.8262381147797,-0.610447838582554
0.06,0.2,0.74,-1645.5648208163693,-0.6318498613446062
0.06,0.22,0.72,-1694.166834778167,-0.6505116456720054
0.06,0.24,0.7,-1736.104224267052,-0.6666144046751791
0.06,0.26,0.68,-1771.7701833142128,-0.6803091136247124
0.06,0.28,0.66,-1801.4976404038825,-0.6917236075435341
0.06,0.3,0.64,-1825.5724398633902,-0.7009676424839764
0.06,0.32,0.62,-1844.2429936861881,-0.7081366015519694
0.06,0.34,0.6,-1857.7275072138655,-0.7133142693624271
0.06,0.36,0.58,-1866.2194890932478,-0.7165749477052995
0.06,0.38,0.56,-1869.892016093032,-0.7179850931132736
0.06,0.4,0.54,-1868.9010717220954,-0.717604598795787
0.06,0.42,0.52,-1863.3881785127087,-0.7154878053605515
0.06,0.44,0.5,-1853.4824769718252,-0.7116842990714324
0.06,0.46,0.48,-1839.3023574939652,-0.7062395384563562
0.06,0.48,0.46,-1820.9567175302946,-0.6991953370243077
0.06,0.5,0.44,-1798.545890222449,-0.6905902198341777
0.06,0.52,0.42,-1772.1622692506062,-0.6804596634185651
0.06,0.54,0.4,-1741.8906353559614,-0.6688362211590758
0.06,0.56,0.38,-1707.808170783861,-0.6557495288320725
0.06,0.58,0.36,-1669.9841266658696,-0.6412261768928954
0.06,0.6,0.34,-1628.4790826624194,-0.6252894261997981
0.06,0.62,0.32,-1583.3437047451553,-0.6079587310378709
0.06,0.64,0.3,-1534.6168610252134,-0.589249015650949
0.06,0.66,0.28,-1482.3228896041564,-0.569169625174455
0.06,0.68,0.26,-1426.4677144925427,-0.5477228342591367
0.06,0.7,0.24,-1367.0333553863948,-0.5249017389821397
0.06,0.72,0.22,-1303.9701389208149,-0.5006872661909957
0.06,0.74,0.2,-1237.1855279815773,-0.475043884278531
0.06,0.76,0.18,-1166.5278176796928,-0.44791334290306306
0.06,0.78,0.16,-1091.7617517486906,-0.4192053103818348
0.06,0.8,0.14,-1012.5308552588185,-0.38878291052978975
0.06,0.82,0.12,-928.2967175471604,-0.35643940904001586
0.06,0.84,0.1,-838.2354353311275,-0.32185845059895796
0.06,0.86,0.08,-741.046868449188,-0.2845408185422824
0.06,0.88,0.06,-634.5625761357278,-0.2436538935895118
0.06,0.9,0.04,-514.7915194752832,-0.19766523086004534
0.06,0.92,0.02,-372.7726724336885,-0.14313405246074362
0.06,0.94,0.0,-164.19762561339303,-0.06304719550668697
0.08,0.0,0.92,-614.7383352072429,-0.2360419516450364
0.08,0.02,0.9,-853.6039772293589,-0.32775953145862824
0.08,0.04,0.88,-1018.3592206966932,-0.39102083628464385
0.08,0.06,0.86,-1153.9503297673436,-0.44308394700631637
0.08,0.08,0.84,-1269.923829533247,-0.48761445642154644
0.08,0.1,0.82,-1370.8092789247094,-0.526351585705861
0.08,0.12,0.8,-1459.2714611443807,-0.5603185354502115
0.08,0.14,0.78,-1537.0689815539008,-0.5901905598529469
0.08,0.16,0.76,-1605.4501944431904,-0.6164469912837298
0.08,0.18,0.74,-1665.347428219,-0.6394458172050297
0.08,0.2,0.72,-1717.4836889682047,-0.6594646512908656
0.08,0.22,0.7,-1762.4362316031911,-0.6767251429297868
0.08,0.24,0.68,-1800.6768249861707,-0.691408437881841
0.08,0.26,0.66,-1832.5985089874812,-0.7036654522242528
0.08,0.28,0.64,-1858.534075577998,-0.7136239685627231
0.08,0.3,0.62,-1878.7692448774906,-0.7213936952574309
0.08,0.32,0.6,-1893.552309380677,-0.7270699695302077
0.08,0.34,0.58,-1903.1013491336962,-0.7307365278860957
0.08,0.36,0.56,-1907.6097274367603,-0.732467616306099
0.08,0.38,0.54,-1907.250336571953,-0.7323296204853179
0.08,0.4,0.52,-1902.178911089879,-0.7303823380403285
0.08,0.42,0.5,-1892.5366266807105,-0.7266799764013893
0.08,0.44,0.48,-1878.4521352201991,-0.7212719342119491
0.08,0.46,0.46,-1860.0431390961967,-0.714203405825037
0.08,0.48,0.44,-1837.417572863771,-0.7055158350250554
0.08,0.5,0.42,-1810.674432733067,-0.6952472335274118
0.08,0.52,0.4,-1779.9042709032656,-0.6834323707886314
0.08,0.54,0.38,-1745.1893495973927,-0.6701028331513216
0.08,0.56,0.36,-1706.6034263321271,-0.655286941393915
0.08,0.58,0.34,-1664.2111147566648,-0.6390095053110599
0.08,0.6,0.32,-1618.066730862407,-0.6212913806911167
0.08,0.62,0.3,-1568.2124875979825,-0.6021487760999226
0.08,0.64,0.28,-1514.6758344154387,-0.5815922313425651
0.08,0.66,0.26,-1457.465639921027,-0.5596251517103823
0.08,0.68,0.24,-1396.5667652494212,-0.5362417243117538
0.08,0.7,0.22,-1331.932337402488,-0.5114239512550155
0.08,0.72,0.2,-1263.4726406233767,-0.4851373842535919
0.08,0.74,0.18,-1191.0388758315585,-0.4573248887132017
0.08,0.76,0.16,-1114.3988432838087,-0.42789730656866
0.08,0.78,0.14,-1033.1993457949693,-0.39671902019515703
0.08,0.8,0.12,-946.9055479402996,-0.36358466807506085
0.08,0.82,0.1,-854.6975028616107,-0.328179414048712
0.08,0.84,0.08,-755.2795009605779,-0.29000574266142415
0.08,0.86,0.06,-646.4881104695705,-0.2482329579447893
0.08,0.88,0.04,-524.3379979396914,-0.20133080575430756
0.08,0.9,0.02,-379.87467382848854,-0.14586101802284612
0.08,0.92,0.0,-168.79725060496276,-0.06481332004726793
0.1,0.0,0.9,-705.5337970572073,-0.2709048140828458
0.1,0.02,0.88,-941.1685923440673,-0.361381841086926
0.1,0.04,0.86,-1102.648039760912,-0.423385333851021
0.1,0.06,0.84,-1234.9180460437346,-0.47417323601849076
0.1,0.08,0.82,-1347.5248011943986,-0.5174110117222245
0.1,0.1,0.8,-1444.9975528809882,-0.554837762621952
0.1,0.12,0.78,-1530.000798230285,-0.5874765794636667
0.1,0.14,0.76,-1604.2928828641452,-0.6160026167130646
0.1,0.16,0.74,-1669.121928519009,-0.6408951174459177
0.1,0.18,0.72,-1725.4200586685256,-0.6625119904362416
0.1,0.2,0.7,-1773.9101019564769,-0.6811307812249789
0.1,0.22,0.68,-1815.1691624580562,-0.6969730812835074
0.1,0.24,0.66,-1849.6688829251652,-0.7102199879491203
0.1,0.26,0.64,-1877.8021986628155,-0.7210223771489451
0.1,0.28,0.62,-1899.901813743927,-0.7295079977383803
0.1,0.3,0.6,-1916.2533699807827,-0.7357865280097677
0.1,0.32,0.58,-1927.1050812289577,-0.7399532749897556
0.1,0.34,0.56,-1932.674934964165,-0.7420919396389881
0.1,0.36,0.54,-1933.1561696319477,-0.742276719997845
0.1,0.38,0.52,-1928.7214958712248,-0.7405739320156425
0.1,0.4,0.5,-1919.5263773201332,-0.7370432692863116
0.1,0.42,0.48,-1905.711586631347,-0.7317387844852303
0.1,0.44,0.46,-1887.405184115516,-0.7247096491117554
0.1,0.46,0.44,-1864.7240178905267,-0.7160007295036638
0.1,0.48,0.42,-1837.774807901922,-0.7056530030700134
0.1,0.5,0.4,-1806.6548466069362,-0.6937038273337873
0.1,0.52,0.38,-1771.4523227592363,-0.68018706425598
0.1,0.54,0.36,-1732.246248469888,-0.6651330522290935
0.1,0.56,0.34,-1689.1059404331972,-0.6485684068826866
0.1,0.58,0.32,-1642.0899701764283,-0.6305156180092688
0.1,0.6,0.3,-1591.2444503427541,-0.61099239154593
0.1,0.62,0.28,-1536.6004567227592,-0.5900106597081161
0.1,0.64,0.26,-1478.1702868281518,-0.5675751443888631
0.1,0.66,0.24,-1415.9421048389759,-0.5436813009715727
0.1,0.68,0.22,-1349.8722840922037,-0.518312378064482
0.1,0.7,0.2,-1279.8743669205196,-0.49143517839428125
0.1,0.72,0.18,-1205.802893493752,-0.4629938495433915
0.1,0.74,0.16,-1127.4291564106916,-0.4329005744061513
0.1,0.76,0.14,-1044.4036799730684,-0.40102116430235685
0.1,0.78,0.12,-956.1956612323083,-0.367151806069977
0.1,0.8,0.1,-861.9895862277917,-0.33097936565532754
0.1,0.82,0.08,-760.4946776822599,-0.292008221474047
0.1,0.84,0.06,-649.5530463780742,-0.24940980573851976
0.1,0.86,0.04,-525.1856368112758,-0.20165627485567983
0.1,0.88,0.02,-378.445115273586,-0.14531210839420503
0.1,0.9,0.0,-165.03879125992898,-0.06337017907464385
0.12,0.0,0.88,-783.9436813812354,-0.30101196872753805
0.12,0.02,0.86,-1016.306787931404,-0.39023276076081015
0.12,0.04,0.84,-1174.4691874915588,-0.45096260194837035
0.12,0.06,0.82,-1303.3764608455676,-0.5004593107772781
0.12,0.08,0.8,-1412.57449749222,-0.5423882359958307
0.12,0.1,0.78,-1506.5922715995112,-0.5784883742475402
0.12,0.12,0.76,-1588.0940351650934,-0.6097827221558203
0.12,0.14,0.74,-1658.837918146448,-0.6369463513774102
0.12,0.16,0.72,-1720.0718567864315,-0.6604584337638477
0.12,0.18,0.7,-1772.7278194095052,-0.6806768185162941
0.12,0.2,0.68,-1817.528509310352,-0.6978790030452204
0.12,0.22,0.66,-1855.0509335161914,-0.7122865415583561
0.12,0.24,0.64,-1885.766663275921,-0.7240805039378845
0.12,0.26,0.62,-1910.0685835355544,-0.7334117467745169
0.12,0.28,0.6,-1928.2893626106961,-0.7404080051938646
0.12,0.3,0.58,-1940.7146118356359,-0.7451789457855914
0.12,0.32,0.56,-1947.5925069412224,-0.74781986093754
0.12,0.34,0.54,-1949.1409720357442,-0.7484144272790745
0.12,0.36,0.52,-1945.553133302008,-0.7470367997448925
0.12,0.38,0.5,-1937.001508699239,-0.7437532203008143
0.12,0.4,0.48,-1923.6412469942334,-0.7386232616391752
0.12,0.42,0.46,-1905.6126285942155,-0.7317007874271689
0.12,0.44,0.44,-1883.0429713912235,-0.7230346840966231
0.12,0.46,0.42,-1856.0480348354831,-0.712669399968047
0.12,0.48,0.4,-1824.7329769173157,-0.700645312704334
0.12,0.5,0.38,-1789.1928863034555,-0.6869989336358985
0.12,0.52,0.36,-1749.512881420189,-0.6717629458057702
0.12,0.54,0.34,-1705.7677360538,-0.6549660602108656
0.12,0.56,0.32,-1658.0209529283784,-0.636632660082342
0.12,0.58,0.3,-1606.323157382365,-0.616782184103301
0.12,0.6,0.28,-1550.7096148975234,-0.5954281732108605
0.12,0.62,0.26,-1491.1965765383138,-0.5725768673493219
0.12,0.64,0.24,-1427.7760048406035,-0.5482251803621669
0.12,0.66,0.22,-1360.4079936331818,-0.5223577894201596
0.12,0.68,0.2,-1289.00980364928,-0.4949429250095292
0.12,0.7,0.18,-1213.4397674619668,-0.4659261908871551
0.12,0.72,0.16,-1133.473122288562,-0.43522128456815484
0.12,0.74,0.14,-1048.7645713807933,-0.40269562196969017
0.12,0.76,0.12,-958.787812930299,-0.36814711823893004
0.12,0.78,0.1,-862.7322518653418,-0.33126452803494055
0.12,0.8,0.08,-759.3125529461049,-0.29155431936020565
0.12,0.82,0.06,-646.3769097799959,-0.24819026005808176
0.12,0.84,0.04,-519.9531230879265,-0.19964713912990406
0.12,0.86,0.02,-371.10163953522215,-0.14249242358545297
0.12,0.88,0.0,-155.5386457284767,-0.05972239470245255
0.14,0.0,0.86,-851.743530454427,-0.3270451730681781
0.14,0.02,0.84,-1080.7943402143064,-0.414994137798629
0.14,0.04,0.82,-1235.5987283427094,-0.47443459856755976
0.14,0.06,0.8,-1361.101986412723,-0.5226242628133558
0.14,0.08,0.78,-1466.84974357771,-0.5632283793191111
0.14,0.1,0.76,-1557.3707441172737,-0.5979858564577651
0.14,0.12,0.74,-1635.329041941004,-0.6279196147925773
0.14,0.14,0.72,-1702.482601703654,-0.6537046625087632
0.14,0.16,0.7,-1760.0792276158463,-0.6758201207612564
0.14,0.18,0.68,-1809.0507890445951,-0.6946238007543867
0.14,0.2,0.66,-1850.1199222930882,-0.7103931741758055
0.14,0.22,0.64,-1883.8635970437026,-0.7233497808938902
0.14,0.24,0.62,-1910.7533729356583,-0.7336746863330396
0.14,0.26,0.6,-1931.1821430473428,-0.7415187502065642
0.14,0.28,0.58,-1945.4825948626712,-0.7470097150001588
0.14,0.3,0.56,-1953.940357686526,-0.7502572542036811
0.14,0.32,0.54,-1956.8036072051873,-0.7513566601878607
0.14,0.34,0.52,-1954.290226690886,-0.7503915939021828
0.14,0.36,0.5,-1946.5932301643006,-0.7474361672142933
0.14,0.38,0.48,-1933.8849114351287,-0.7425565360230001
0.14,0.4,0.46,-1916.3200292075962,-0.7358121232477594
0.14,0.42,0.44,-1894.038236534754,-0.7272565516696916
0.14,0.44,0.42,-1867.165892194571,-0.7169383394482334
0.14,0.46,0.4,-1835.817339545978,-0.7049013911653083
0.14,0.48,0.38,-1800.095697028999,-0.6911853013547851
0.14,0.5,0.36,-1760.093167946383,-0.6758254734497712
0.14,0.52,0.34,-1715.8908407558665,-0.6588530431005486
0.14,0.54,0.32,-1667.5579100635514,-0.6402945790582952
0.14,0.56,0.3,-1615.1501970980971,-0.6201715150794589
0.14,0.58,0.28,-1558.7077785977253,-0.598499239486133
0.14,0.6,0.26,-1498.251432284469,-0.5752857303297562
0.14,0.62,0.24,-1433.7774548205598,-0.5505295656344656
0.14,0.64,0.22,-1365.2501685460793,-0.5242170461985117
0.14,0.66,0.2,-1292.5910412976828,-0.49631801791560065
0.14,0.68,0.18,-1215.6626750417072,-0.46677972386760863
0.14,0.7,0.16,-1134.2447239267913,-0.4355175575450446
0.14,0.72,0.14,-1047.9965444827276,-0.4024007215908579
0.14,0.74,0.12,-956.3968189339157,-0.3672290448783552
0.14,0.76,0.1,-858.6403691455707,-0.3296933620155776
0.14,0.78,0.08,-753.4478219314242,-0.28930243026317753
0.14,0.8,0.06,-638.6740029242319,-0.2452325639727034
0.14,0.82,0.04,-510.35415526708766,-0.19596140982290572
0.14,0.84,0.02,-359.55713781433815,-0.1380596648637307
0.14,0.86,0.0,-142.0087013868033,-0.05452728275782223
0.16,0.0,0.84,-910.2002427586558,-0.34949087991415
0.16,0.02,0.82,-1135.8984824854197,-0.43615255356753396
0.16,0.04,0.8,-1287.304292658926,-0.4942880575323293
0.16,0.06,0.78,-1409.362718228811,-0.5411550045505646
0.16,0.08,0.76,-1511.6191743183954,-0.5804185612239148
0.16,0.1,0.74,-1598.602225369701,-0.6138175668728276
0.16,0.12,0.72,-1672.9757809178482,-0.6423748866248924
0.16,0.14,0.7,-1736.497697510822,-0.6667654871554156
0.16,0.16,0.68,-1790.4157076819101,-0.6874684620972826
0.16,0.18,0.66,-1835.6616448414425,-0.704841608848484
0.16,0.2,0.64,-1872.9581431854167,-0.7191623982875706
0.16,0.22,0.62,-1902.8822007295967,-0.7306523811621304
0.16,0.24,0.6,-1925.9054304577367,-0.7394926433793388
0.16,0.26,0.58,-1942.4207957308863,-0.74583407163904
0.16,0.28,0.56,-1952.7610597315615,-0.749804437493028
0.16,0.3,0.54,-1957.2119168620666,-0.7515134394267101
0.16,0.32,0.52,-1956.0215754297315,-0.7510563823363667
0.16,0.34,0.5,-1949.4078893325786,-0.7485169158926264
0.16,0.36,0.48,-1937.5637417064681,-0.7439691017071054
0.16,0.38,0.46,-1920.6611413343235,-0.7374789862364766
0.16,0.4,0.44,-1898.854337836925,-0.7291057969267023
0.16,0.42,0.42,-1872.282158315873,-0.7189028394171516
0.16,0.44,0.4,-1841.069695390841,-0.7069181456986622
0.16,0.46,0.38,-1805.329421705901,-0.6931949020521164
0.16,0.48,0.36,-1765.1617604982966,-0.6777716681305436
0.16,0.5,0.34,-1720.6550993470992,-0.6606823822382113
0.16,0.52,0.32,-1671.8851890021833,-0.641956130498133
0.16,0.54,0.3,-1618.9138148627208,-0.621616636737779
0.16,0.56,0.28,-1561.7865567651625,-0.5996814023116854
0.16,0.58,0.26,-1500.5293505149075,-0.5761603858278865
0.16,0.6,0.24,-1435.143411269055,-0.5510540538719793
0.16,0.62,0.22,-1365.5978385379967,-0.5243505415390829
0.16,0.64,0.2,-1291.8188300550264,-0.49602151086803314
0.16,0.66,0.18,-1213.6737628479368,-0.46601603842783546
0.16,0.68,0.16,-1130.947204504626,-0.4342514043292493
0.16,0.7,0.14,-1043.3036596432057,-0.40059878793400744
0.16,0.72,0.12,-950.2272948317241,-0.3648601239466364
0.16,0.74,0.1,-850.918861833934,-0.3267285238867407
0.16,0.76,0.08,-744.1054824362382,-0.2857152388988537
0.16,0.78,0.06,-627.6491748409499,-0.24099934507567206
0.16,0.8,0.04,-497.59322102324677,-0.19106157577771846
0.16,0.82,0.02,-345.01553334606297,-0.13247610434348966
0.16,0.84,0.0,-125.65212317883561,-0.04824682419305453
0.18,0.0,0.82,-960.2664690298188,-0.3687148799215081
0.18,0.02,0.8,-1182.5723132783532,-0.4540739706651031
0.18,0.04,0.78,-1330.539497875725,-0.5108891406837589
0.18,0.06,0.76,-1449.1128702065544,-0.5564179268601848
0.18,0.08,0.74,-1547.837684469574,-0.5943254340056124
0.18,0.1,0.72,-1631.242382385768,-0.626350454319119
0.18,0.12,0.7,-1701.9907901047118,-0.6535158209106272
0.18,0.14,0.68,-1761.8407206521879,-0.676496483744162
0.18,0.16,0.66,-1812.0399026040905,-0.6957715349330825
0.18,0.18,0.64,-1853.5202035665425,-0.7116987850055867
0.18,0.2,0.62,-1887.0043271912,-0.724555731509213
0.18,0.22,0.6,-1913.0693713584478,-0.7345639635367099
0.18,0.24,0.58,-1932.1870719026665,-0.7419046141663822
0.18,0.26,0.56,-1944.7505272301096,-0.746728621951573
0.18,0.28,0.54,-1951.0926325683722,-0.7491638091456125
0.18,0.3,0.52,-1951.499190416056,-0.7493199157397972
0.18,0.32,0.5,-1946.2184647537433,-0.747292268007345
0.18,0.34,0.48,-1935.4682743935773,-0.7431645021469098
0.18,0.36,0.46,-1919.4413253277926,-0.7370106117520183
0.18,0.38,0.44,-1898.3092387307734,-0.728896494448742
