x1,x2,x3,gibbs_e_mix,gibbs_e_mix_RT
0.0492,0.9508,0.0,-102.45945704983023,-0.04133397917170731
0.0646,0.9248,0.0106,-221.68007278793573,-0.08942970981139195
0.0625,0.9245,0.013,-243.94509858433776,-0.09841181979933017
0.0642,0.9162,0.0195,-297.0327272845234,-0.11982831957544761
0.0696,0.8996,0.0308,-377.99664650447176,-0.15249061398004873
0.077,0.8941,0.0289,-361.64825614045185,-0.14589538064332808
0.0708,0.902,0.0272,-352.3026730476124,-0.14212520512191165
