x1,x2,x3,gibbs_e_mix,gibbs_e_mix_RT
0.0768,0.9232,0.0,-142.2884331140849,-0.05553891672747036
0.0901,0.8965,0.0134,-291.8843974146978,-0.11393015501875021
0.0877,0.8966,0.0157,-312.991055619137,-0.12216863868714259
0.0944,0.8812,0.0243,-380.56267259733613,-0.14854361749855263
0.0953,0.8641,0.0406,-495.5637019665719,-0.1934315430588146
0.0977,0.8593,0.043,-510.5318779413724,-0.19927401570984188
0.1024,0.8252,0.0724,-683.3198883374798,-0.2667177193958638
0.1108,0.805,0.0842,-744.6224764915332,-0.2906457314215255
0.1077,0.8252,0.0671,-652.611062139656,-0.2547312570835561
