x1,x2,x3,gibbs_e_mix,gibbs_e_mix_RT
0.9538,0.0462,0.0,-101.11527651336417,-0.03946795111341323
0.95,0.0485,0.0015,-117.17401279213685,-0.045736098125897816
0.9501,0.0485,0.0014,-116.3487499670102,-0.045413976346074456
0.9502,0.0479,0.0018,-119.52591146735034,-0.046654106018847195
0.9488,0.0488,0.0024,-123.97776668392484,-0.048391782165423655
0.9503,0.0483,0.0014,-116.3458105498323,-0.04541282901426189
0.9489,0.0475,0.0036,-131.69479505721836,-0.05140394124840571
0.9492,0.0467,0.0041,-134.53395831947566,-0.05251214132164548
0.9482,0.0479,0.0039,-133.51915768733573,-0.05211603795210303
