z1,z2,z3,gibbs_e_mix,gibbs_e_mix_RT
0.04,0.02,0.94,-618.3039347612867,-0.24134028320798978
0.04,0.04,0.92,-786.6235403028768,-0.3070398509885957
0.04,0.06,0.9,-926.3379155839575,-0.3615740452624546
0.04,0.08,0.88,-1046.8387393252124,-0.4086086851758142
0.04,0.1,0.86,-1152.582358263986,-0.4498832000339061
0.04,0.12,0.84,-1246.1906539758638,-0.4864209791545321
0.04,0.14,0.82,-1329.3940311038023,-0.5188974449685018
0.04,0.16,0.8,-1403.4208956416624,-0.547792076634503
0.04,0.18,0.78,-1469.1887160547412,-0.5734629862181411
0.04,0.2,0.76,-1527.4089884464265,-0.5961878893564017
0.04,0.22,0.74,-1578.6497725471636,-0.6161885146984445
0.04,0.24,0.72,-1623.375302469729,-0.633646065024898
0.04,0.26,0.7,-1661.9723110968553,-0.6487114923485138
0.04,0.28,0.68,-1694.7682155673538,-0.6615125961875635
0.04,0.3,0.66,-1722.044087112714,-0.6721590860340877
0.04,0.32,0.64,-1744.044150490161,-0.6807462892323929
0.04,0.34,0.62,-1760.9828989751695,-0.6873579281477091
0.04,0.36,0.6,-1773.0505244067172,-0.692068239655628
0.04,0.38,0.58,-1780.417126035889,-0.6949436179663793
0.04,0.4,0.56,-1783.2360129966728,-0.6960439036660159
0.04,0.42,0.54,-1781.6463180700885,-0.6954234039372793
0.04,0.44,0.52,-1775.7750750642808,-0.6931317034156715
0.04,0.46,0.5,-1765.738866750129,-0.6892143074220541
0.04,0.48,0.48,-1751.645117610813,-0.6837131465567944
0.04,0.5,0.46,-1733.5930810441532,-0.6766669620307963
0.04,0.52,0.44,-1711.674550983087,-0.6681115834296836
0.04,0.54,0.42,-1685.9743109241936,-0.6580801039814389
0.04,0.56,0.4,-1656.5703172780195,-0.6466029521228577
0.04,0.58,0.38,-1623.533597114736,-0.6337078515869891
0.04,0.6,0.36,-1586.9278209785407,-0.6194196546613647
0.04,0.62,0.34,-1546.8084872411127,-0.6037600238197061
0.04,0.64,0.32,-1503.2216223527685,-0.5867469243957752
0.04,0.66,0.3,-1456.2018567002633,-0.5683938735400824
0.04,0.68,0.28,-1405.769671344593,-0.548708865549256
0.04,0.7,0.26,-1351.927514877516,-0.527692856173042
0.04,0.72,0.24,-1294.6543420402231,-0.5053376308935701
0.04,0.74,0.22,-1233.8978915953903,-0.481622790775774
0.04,0.76,0.2,-1169.563636354611,-0.4565114393725532
0.04,0.78,0.18,-1101.4986811951785,-0.4299438976973436
0.04,0.8,0.16,-1029.4677094953167,-0.4018283154853318
0.04,0.82,0.14,-953.1158572564518,-0.37202617998720267
0.04,0.84,0.12,-871.9089063615493,-0.34032897182533056
0.04,0.86,0.1,-785.0313275440731,-0.3064183684837408
0.04,0.88,0.08,-691.1985457466371,-0.2697929665413617
0.04,0.9,0.06,-588.271151923977,-0.22961769839494195
0.04,0.92,0.04,-472.3160206179432,-0.18435736176192008
0.04,0.94,0.02,-334.51002485340064,-0.1305680581916396
0.04,0.96,0.0,-131.25705347846815,-0.051233079200393224
0.06,0.0,0.94,-500.5920655715163,-0.1953942455878848
0.06,0.02,0.92,-738.5964628741349,-0.2882936198607288
0.06,0.04,0.9,-903.7353351544516,-0.3527516638163551
0.06,0.06,0.88,-1040.2233205321972,-0.4060265132773576
0.06,0.08,0.86,-1157.451627586619,-0.45178380388141987
0.06,0.1,0.84,-1259.8761464978306,-0.4917627867274816
0.06,0.12,0.82,-1350.1183168611678,-0.5269866786168319
0.06,0.14,0.8,-1429.9081167755648,-0.558130735488933
0.06,0.16,0.78,-1500.4735417936972,-0.5856742762964863
0.06,0.18,0.76,-1562.7316664398386,-0.6099752593395572
0.06,0.2,0.74,-1617.3936094085075,-0.6313112529425264
0.06,0.22,0.72,-1665.0270690980324,-0.6499038447171277
0.06,0.24,0.7,-1706.0959332678467,-0.6659341022531728
0.06,0.26,0.68,-1740.986601490622,-0.6795528474637327
0.06,0.28,0.66,-1770.0261676164155,-0.6908877536789777
0.06,0.3,0.64,-1793.4953851865648,-0.7000484063881288
0.06,0.32,0.62,-1811.6381606424184,-0.7071300086884362
0.06,0.34,0.6,-1824.6686597814405,-0.7122161551218521
0.06,0.36,0.58,-1832.7767263010574,-0.7153809466751664
0.06,0.38,0.56,-1836.1320753421933,-0.7166906276303135
0.06,0.4,0.54,-1834.8875757706446,-0.7162048667250951
0.06,0.42,0.52,-1829.1818374668837,-0.7139777670404198
0.06,0.44,0.5,-1819.1412541222417,-0.7100586633573664
0.06,0.46,0.48,-1804.881606088933,-0.7044927477916931
0.06,0.48,0.46,-1786.5092943843301,-0.6973215514581518
0.06,0.5,0.44,-1764.1222512864333,-0.6885832998998436
0.06,0.52,0.42,-1737.8105518463308,-0.6783131517776106
0.06,0.54,0.4,-1707.6567316652654,-0.6665433229067808
0.06,0.56,0.38,-1673.735797380923,-0.6533030903502414
0.06,0.58,0.36,-1636.1148954218188,-0.6386186631245669
0.06,0.6,0.34,-1594.8525793075169,-0.6225128962080295
0.06,0.62,0.32,-1549.9975828706301,-0.6050048116968886
0.06,0.64,0.3,-1501.5869615481133,-0.5861088733025103
0.06,0.66,0.28,-1449.6433990287096,-0.5658339350650483
0.06,0.68,0.26,-1394.1713802008835,-0.5441817475543944
0.06,0.7,0.24,-1335.1517835312552,-0.5211448471332955
0.06,0.72,0.22,-1272.5342117036398,-0.4967035624041148
0.06,0.74,0.2,-1206.225994669263,-0.4708217218101815
0.06,0.76,0.18,-1136.076142149599,-0.4434403898757006
0.06,0.78,0.16,-1061.8513472315917,-0.41446850077801467
0.06,0.8,0.14,-983.1989215782023,-0.3837683909857118
0.06,0.82,0.12,-899.5870550433528,-0.351132481015545
0.06,0.84,0.1,-810.2029317326105,-0.3162435074520161
0.06,0.86,0.08,-713.7650768302565,-0.2786012769798926
0.06,0.88,0.06,-608.1376601142006,-0.23737211890470872
0.06,0.9,0.04,-489.39171763983677,-0.1910224552920602
0.06,0.92,0.02,-348.7089856531027,-0.13611028593434715
0.06,0.94,0.0,-142.499054810105,-0.05562112791344132
0.08,0.0,0.92,-604.7298493722119,-0.23604196076830886
0.08,0.02,0.9,-839.5569738564009,-0.32770116191800286
0.08,0.04,0.88,-1001.472837231915,-0.39090118075339886
0.08,0.06,0.86,-1134.691613230927,-0.4428999718344165
0.08,0.08,0.84,-1248.604060846017,-0.48736299531324173
0.08,0.1,0.82,-1347.6656366125972,-0.5260293330258852
0.08,0.12,0.8,-1434.497363448063,-0.5599220391332801
0.08,0.14,0.78,-1510.828820590963,-0.5897162138891925
0.08,0.16,0.76,-1577.887623154049,-0.6158910277506182
0.08,0.18,0.74,-1636.5904839034338,-0.638804297813901
0.08,0.2,0.72,-1687.6481782574774,-0.6587334584137106
0.08,0.22,0.7,-1731.6280790082455,-0.675899970069095
0.08,0.24,0.68,-1768.9937643623052,-0.6904847795432429
0.08,0.26,0.66,-1800.1313377277838,-0.7026385931484167
0.08,0.28,0.64,-1825.3676061547958,-0.7124889722692278
0.08,0.3,0.62,-1844.9830399718412,-0.72014539184948
0.08,0.32,0.6,-1859.2212579585612,-0.7257029427044956
0.08,0.34,0.58,-1868.2961228615713,-0.7292451010875121
0.08,0.36,0.56,-1872.3971452626465,-0.7308458379615219
0.08,0.38,0.54,-1871.6936576399312,-0.7305712482451149
0.08,0.4,0.52,-1866.338070969483,-0.728480821949688
0.08,0.42,0.5,-1856.4684283252136,-0.724628440916646
0.08,0.44,0.48,-1842.2104035962475,-0.7190631589693401
0.08,0.46,0.46,-1823.6788467266779,-0.7118298050607748
0.08,0.48,0.44,-1800.97894239382,-0.7029694355361957
0.08,0.5,0.42,-1774.207021943006,-0.6925196510525894
0.08,0.52,0.4,-1743.4510452856048,-0.6805147846761507
0.08,0.54,0.38,-1708.790747666255,-0.666985959169393
0.08,0.56,0.36,-1670.2974232605193,-0.6519610025236231
0.08,0.58,0.34,-1628.0332908027667,-0.6354642003468232
0.08,0.6,0.32,-1582.0503524701162,-0.6175158504560498
0.08,0.62,0.3,-1532.3886112364453,-0.5981315670638322
0.08,0.64,0.28,-1479.0734464797952,-0.5773212564087362
0.08,0.66,0.26,-1422.1118508680393,-0.5550876479128958
0.08,0.68,0.24,-1361.4870834376725,-0.5314242071380736
0.08,0.7,0.22,-1297.1510592749055,-0.5063121652780895
0.08,0.72,0.2,-1229.0134113977565,-0.4797162497237979
0.08,0.74,0.18,-1156.9255032577512,-0.4515784437221309
0.08,0.76,0.16,-1080.656494860994,-0.42180864435384385
0.08,0.78,0.14,-999.8563444226647,-0.3902702211064434
0.08,0.8,0.12,-913.9961398133137,-0.35675672566877187
0.08,0.82,0.1,-822.2662934345044,-0.3209521547141422
0.08,0.84,0.08,-723.3889766177499,-0.28235773811445697
0.08,0.86,0.06,-615.2325214771231,-0.24014142984449793
0.08,0.88,0.04,-493.8727540060677,-0.19277152160862665
0.08,0.9,0.02,-350.4969551659858,-0.13680817744747986
0.08,0.92,0.0,-141.52116120189385,-0.05523943032575885
0.1,0.0,0.9,-694.0470761825782,-0.2709048228687875
0.1,0.02,0.88,-925.655231661236,-0.36130757577716055
0.1,0.04,0.86,-1084.305864971393,-0.42323308946321314
0.1,0.06,0.84,-1214.212707729508,-0.47393914591747704
0.1,0.08,0.82,-1324.7660941594222,-0.5170910394937305
0.1,0.1,0.8,-1420.4210745694218,-0.5544276934668558
0.1,0.12,0.78,-1503.7982852313216,-0.5869720110798496
0.1,0.14,0.76,-1576.6269391337555,-0.6153989496295064
0.1,0.16,0.74,-1640.1343060318031,-0.6401875447706418
0.1,0.18,0.72,-1695.2367742894276,-0.6616954869769106
0.1,0.2,0.7,-1742.6448153597157,-0.6802000919373442
0.1,0.22,0.68,-1782.9255172178891,-0.6959227089994876
0.1,0.24,0.66,-1816.5421901039226,-0.7090441803321226
0.1,0.26,0.64,-1843.8806826963482,-0.7197151128198527
0.1,0.28,0.62,-1865.2675552347937,-0.7280629715106668
0.1,0.3,0.6,-1880.983031635471,-0.7341971351671738
0.1,0.32,0.58,-1891.27047430124,-0.7382125945340969
0.1,0.34,0.56,-1896.343465610098,-0.7401927164294302
0.1,0.36,0.54,-1896.391193029358,-0.7402113456960956
0.1,0.38,0.52,-1891.582598315883,-0.7383344247438934
0.1,0.4,0.5,-1882.0696013493762,-0.7346212518964007
0.1,0.42,0.48,-1867.9896106919368,-0.7291254613283783
0.1,0.44,0.46,-1849.4674658661097,-0.7218957811879626
0.1,0.46,0.44,-1826.6169085908914,-0.7129766078587638
0.1,0.48,0.42,-1799.5416442937385,-0.7024084202959128
0.1,0.5,0.4,-1768.3360261223643,-0.6902280470138513
0.1,0.52,0.38,-1733.0853677493542,-0.6764687881821978
0.1,0.54,0.36,-1693.865865425214,-0.6611603852010026
0.1,0.56,0.34,-1650.7440809199688,-0.6443288188792587
0.1,0.58,0.32,-1603.7759015455013,-0.6259959035042758
0.1,0.6,0.3,-1553.0048463739477,-0.606178625714184
0.1,0.62,0.28,-1498.459521562445,-0.5848881512442743
0.1,0.64,0.26,-1440.1499303757646,-0.5621283846318096
0.1,0.66,0.24,-1378.0621949849756,-0.537893908995259
0.1,0.68,0.22,-1312.1510123331645,-0.5121670413603264
0.1,0.7,0.2,-1242.3287813604275,-0.48491358872997914
0.1,0.72,0.18,-1168.4496815899638,-0.45607663353796857
0.1,0.74,0.16,-1090.285807612101,-0.4255672183104332
0.1,0.76,0.14,-1007.490242930261,-0.39324993241705575
0.1,0.78,0.12,-919.5374690442595,-0.3589196521694119
0.1,0.8,0.1,-825.6216451478431,-0.3222618367123203
0.1,0.82,0.08,-724.4691364534201,-0.28277935289966966
0.1,0.84,0.06,-613.9530212357681,-0.23964200725755852
0.1,0.86,0.04,-490.15454286153135,-0.19132020603355118
0.1,0.88,0.02,-344.2672064261885,-0.1343765427114697
0.1,0.9,0.0,-132.7142346063374,-0.051801855309219186
0.12,0.0,0.88,-771.1803741354379,-0.30101197717615313
0.12,0.02,0.86,-999.5279585519675,-0.39014204346664527
0.12,0.04,0.84,-1154.8712780262867,-0.4507766256011998
0.12,0.06,0.82,-1281.4236488061142,-0.5001733434410074
0.12,0.08,0.8,-1388.5750099060242,-0.5419973370792782
0.12,0.1,0.78,-1480.7800378187967,-0.5779873838808733
0.12,0.12,0.76,-1560.659017425045,-0.6091662499315641
0.12,0.14,0.74,-1629.940833484783,-0.6362087644118842
0.12,0.16,0.72,-1689.8524510201532,-0.6595938440313717
0.12,0.18,0.7,-1741.3099769405671,-0.679679069404569
0.12,0.2,0.68,-1785.0236235716366,-0.6967416550762409
0.12,0.22,0.66,-1821.560240166713,-0.7110028572145094
0.12,0.24,0.64,-1851.3829154581836,-0.7226434315279208
0.12,0.26,0.62,-1874.8772889858592,-0.7318139032687365
0.12,0.28,0.6,-1892.3697172283064,-0.7386416579516458
0.12,0.3,0.58,-1904.1402159498211,-0.7432359930920915
0.12,0.32,0.56,-1910.43192165031,-0.7456918112589346
0.12,0.34,0.54,-1911.4581550495423,-0.7460923771380824
0.12,0.36,0.52,-1907.40778218364,-0.7445114101094119
0.12,0.38,0.5,-1898.449331786731,-0.7410146913690897
0.12,0.4,0.48,-1884.7341771540232,-0.7356613058943927
0.12,0.42,0.46,-1866.3989914695958,-0.7285046008227047
0.12,0.44,0.44,-1843.5676174447035,-0.7195929152205058
0.12,0.46,0.42,-1816.352442929976,-0.7089701170209844
0.12,0.48,0.4,-1784.855336250992,-0.6966759681101045
0.12,0.5,0.38,-1749.1681631063948,-0.6827463260855314
0.12,0.52,0.36,-1709.3728769060544,-0.6672131795179924
0.12,0.54,0.34,-1665.5411427227664,-0.6501045011697362
0.12,0.56,0.32,-1617.733417536616,-0.631443888989725
0.12,0.58,0.3,-1565.9973609073968,-0.6112499457572905
0.12,0.6,0.28,-1510.3653829495543,-0.5895353219922809
0.12,0.62,0.26,-1450.851038401821,-0.5663053084656273
0.12,0.64,0.24,-1387.443826522771,-0.5415558064618482
0.12,0.66,0.22,-1320.10172136841,-0.515270412149987
0.12,0.68,0.2,-1248.7403717455963,-0.4874162010414594
0.12,0.7,0.18,-1173.2172526784652,-0.4579375418906825
0.12,0.72,0.16,-1093.3078746758256,-0.4267468105465952
0.12,0.74,0.14,-1008.6689360002192,-0.39371000731440997
0.12,0.76,0.12,-918.778815601775,-0.3586235297830379
0.12,0.78,0.1,-822.8359439950182,-0.3211745043061063
0.12,0.8,0.08,-719.5714321714286,-0.2808676501398592
0.12,0.82,0.06,-606.8636909680504,-0.23687485524966045
0.12,0.84,0.04,-480.8000098142652,-0.1876688858203338
0.12,0.86,0.02,-332.58079755206813,-0.12981503004949146
0.12,0.88,0.0,-118.63720353750796,-0.046307219946449554
0.14,0.0,0.86,-837.8763780338923,-0.3270451811794701
0.14,0.02,0.84,-1062.9219697284934,-0.4148863928891345
0.14,0.04,0.82,-1214.9161221088943,-0.4742137070450868
0.14,0.06,0.8,-1338.0717677824505,-0.5222845937635969
0.14,0.08,0.78,-1441.7784853763005,-0.5627640524691828
0.14,0.1,0.76,-1530.4906155010904,-0.5973907294230771
0.14,0.12,0.74,-1606.8281326467695,-0.6271872695574139
0.14,0.14,0.72,-1672.5196372840219,-0.6528283910871262
0.14,0.16,0.7,-1728.7918363389836,-0.6747929099800943
0.14,0.18,0.68,-1776.5606042128493,-0.6934383160967906
0.14,0.2,0.66,-1816.5359447762312,-0.7090417426165122
0.14,0.22,0.64,-1849.2845201227174,-0.7218243726540042
0.14,0.24,0.62,-1875.269248760087,-0.7319668954746729
0.14,0.26,0.6,-1894.875610491872,-0.7396197739815097
0.14,0.28,0.58,-1908.4298033909836,-0.7449103318593117
0.14,0.3,0.56,-1916.211673472757,-0.747947800366039
0.14,0.32,0.54,-1918.46415891188,-0.7488270046590049
0.14,0.34,0.52,-1915.4003303770696,-0.7476311118226163
0.14,0.36,0.5,-1907.208721286781,-0.7444337114073292
0.14,0.38,0.48,-1894.057404323048,-0.7393004066001866
0.14,0.4,0.46,-1876.0971193074365,-0.7322900351170464
0.14,0.42,0.44,-1853.4636572953896,-0.7234555997772913
0.14,0.44,0.42,-1826.279636182022,-0.7128449615694575
0.14,0.46,0.4,-1794.6557519403214,-0.7005013280424037
0.14,0.48,0.38,-1758.691548887622,-0.6864635539605695
0.14,0.5,0.36,-1718.4757164393013,-0.6707662571347456
0.14,0.52,0.34,-1674.085883986656,-0.6534397383575156
0.14,0.54,0.32,-1625.5878451594508,-0.6345096786125316
0.14,0.56,0.3,-1573.034092151829,-0.6139965669833797
0.14,0.58,0.28,-1516.4614720716327,-0.5919147858650955
0.14,0.6,0.26,-1455.8876781465933,-0.5682712413896823
0.14,0.62,0.24,-1391.3061388098267,-0.5430633685017948
0.14,0.64,0.22,-1322.6786319799794,-0.5162762481180825
0.14,0.66,0.2,-1249.9245662209105,-0.48787842328197606
0.14,0.68,0.18,-1172.9052127681243,-0.45781574450900653
0.14,0.7,0.16,-1091.3999967217678,-0.4260021156160408
0.14,0.72,0.14,-1005.0697345676772,-0.3923051443591263
0.14,0.74,0.12,-913.3972176766356,-0.35652295061097405
0.14,0.76,0.1,-815.5856811468693,-0.3183445360805601
0.14,0.78,0.08,-710.371540343046,-0.27727669046045506
0.14,0.8,0.06,-595.6391300641831,-0.23249361399414342
0.14,0.82,0.04,-467.48241811269645,-0.18247067961104316
0.14,0.84,0.02,-317.10939924760055,-0.12377613649164054
0.14,0.86,0.0,-100.95989157194344,-0.039407300285138606
0.16,0.0,0.84,-895.3813600796348,-0.3494908876881113
0.16,0.02,0.82,-1117.0838146303286,-0.4360271850672123
0.16,0.04,0.8,-1265.6872816596806,-0.4940310255771377
0.16,0.06,0.78,-1385.4043473979473,-0.540759744134068
0.16,0.08,0.76,-1485.6242707328274,-0.579878215359811
0.16,0.1,0.74,-1570.8011004134532,-0.6131249715943761
0.16,0.12,0.72,-1643.554547839558,-0.6415225550788684
0.16,0.14,0.7,-1705.6129795720553,-0.6657455927270873
0.16,0.16,0.68,-1758.2028975568683,-0.6862728204977465
0.16,0.18,0.66,-1802.2399990070626,-0.7034616590901325
0.16,0.2,0.64,-1838.4341360837425,-0.7175891824673323
0.16,0.22,0.62,-1867.3518407879965,-0.7288765229655682
0.16,0.24,0.6,-1889.4559172642912,-0.7375043252112382
0.16,0.26,0.58,-1905.1317381520967,-0.743623010278383
0.16,0.28,0.56,-1914.7053895908284,-0.7473598581612128
0.16,0.3,0.54,-1918.456584453088,-0.7488240481485782
0.16,0.32,0.52,-1916.6280843052082,-0.7481103364629077
0.16,0.34,0.5,-1909.4327099073416,-0.7453017926427247
0.16,0.36,0.48,-1897.058631736596,-0.740471864572934
0.16,0.38,0.46,-1879.6733937958597,-0.7336859490832074
0.16,0.4,0.44,-1857.4269717057723,-0.7250025856016875
0.16,0.42,0.42,-1830.4540644073968,-0.714474350666799
0.16,0.44,0.4,-1798.875747253529,-0.7021485031722516
0.16,0.46,0.38,-1762.8005602884114,-0.6880674091512278
0.16,0.48,0.36,-1722.3250607678565,-0.6722687574395143
0.16,0.5,0.34,-1677.5338271820438,-0.654785561245706
0.16,0.52,0.32,-1628.4988575544157,-0.6356459232914435
0.16,0.54,0.3,-1575.2782513361308,-0.6148725213201611
0.16,0.56,0.28,-1517.913993467324,-0.592481743157931
0.16,0.58,0.26,-1456.428558605372,-0.5684823612544682
0.16,0.6,0.24,-1390.8199026780185,-0.5428735777546247
0.16,0.62,0.22,-1321.0541724796894,-0.5156421788621408
0.16,0.64,0.2,-1247.0550778867073,-0.48675838653579884
0.16,0.66,0.18,-1168.6882132257851,-0.4561697387072983
0.16,0.68,0.16,-1085.7374384307095,-0.4237918702256837
0.16,0.7,0.14,-997.8682093811867,-0.3894941997244166
0.16,0.72,0.12,-904.5682592980038,-0.353076776010204
0.16,0.74,0.1,-805.0461728617829,-0.3142306888746908
0.16,0.76,0.08,-698.0442378742291,-0.27246502017703134
0.16,0.78,0.06,-581.4533121108675,-0.226956516249954
0.16,0.8,0.04,-451.3746802012224,-0.17618340597288318
0.16,0.82,0.02,-299.0246100386637,-0.11671716774817509
0.16,0.84,0.0,-80.85233487195183,-0.031558792203962904
0.18,0.0,0.82,-944.6324609726798,-0.36871488735814706
0.18,0.02,0.8,-1162.9510198078715,-0.4539303612644993
0.18,0.04,0.78,-1308.1227353679642,-0.5105946989426818
0.18,0.06,0.76,-1424.359890905158,-0.5559651170485734
0.18,0.08,0.74,-1521.051472649866,-0.5937063837786739
0.18,0.1,0.72,-1602.6512881985327,-0.625556937344758
0.18,0.12,0.7,-1671.7788400370991,-0.6525392384433847
0.18,0.14,0.68,-1730.162318164119,-0.6753278450714216
0.18,0.16,0.66,-1779.028079584219,-0.6944014366131837
0.18,0.18,0.64,-1819.2917063328205,-0.710117388811094
0.18,0.2,0.62,-1851.6629618069564,-0.722752740981289
0.18,0.22,0.6,-1876.7083103432087,-0.7325285990487548
0.18,0.24,0.58,-1894.8905016358876,-0.7396255863865616
0.18,0.26,0.56,-1906.594855844418,-0.7441941035844085
0.18,0.28,0.54,-1912.147392974006,-0.7463614048225852
0.18,0.3,0.52,-1911.827724770661,-0.746236629917574
0.18,0.32,0.5,-1905.8784478823836,-0.7439144707198423
0.18,0.34,0.48,-1894.5121157952344,-0.7394778924438077
0.18,0.36,0.46,-1877.9164779715866,-0.7330001786412541
