tie_id,t,gibbs_e_mix_RT
1,-0.04574727959138353,1.3383390198397805e-7
1,-0.042964395220785705,-0.008801164585868571
1,-0.04018151085018788,-0.014176813952281283
1,-0.03739862647959005,-0.018289776804521807
1,-0.03461574210899223,-0.02159967348640422
1,-0.03183285773839441,-0.02432469959850201
1,-0.029049973367796578,-0.026593297098722112
1,-0.02626708899719875,-0.028490276879883744
1,-0.02348420462660093,-0.030075867428594603
1,-0.020701320256003113,-0.03139505825621483
1,-0.01791843588540528,-0.03248273209399779
1,-0.015135551514807458,-0.03336672175100379
1,-0.012352667144209635,-0.03406974566157903
1,-0.009569782773611812,-0.03461069362650633
1,-0.006786898403013983,-0.03500551457414813
1,-0.004004014032416153,-0.03526784938807188
1,-0.0012211296618183376,-0.03540949424424408
1,0.001561754708779485,-0.03544074767437483
1,0.004344639079377315,-0.03537067569510122
1,0.007127523449975144,-0.035207317845439456
1,0.009910407820572967,-0.03495784973334989
1,0.01269329219117079,-0.03462871299566393
1,0.015476176561768612,-0.0342257204502575
1,0.018259060932366435,-0.03375414209192944
1,0.021041945302964257,-0.03321877610532249
1,0.02382482967356208,-0.03262400802244207
1,0.026607714044159902,-0.031973860400113054
1,0.029390598414757746,-0.031272034843469965
1,0.03217348278535557,-0.030521947795070403
1,0.034956367155953384,-0.02972676120446743
1,0.037739251526551214,-0.028889408962069655
1,0.040522135897149036,-0.02801261980417719
1,0.04330502026774686,-0.027098937258910293
1,0.04608790463834468,-0.026150737095974968
1,0.048870789008942504,-0.025170242658812632
1,0.051653673379540334,-0.024159538390864696
1,0.05443655775013815,-0.023120581814147004
1,0.05721944212073597,-0.022055214175297537
1,0.06000232649133381,-0.02096516993930577
1,0.06278521086193165,-0.01985208528264975
1,0.06556809523252946,-0.018717505714252698
1,0.06835097960312728,-0.017562892933308667
1,0.0711338639737251,-0.016389631017149287
1,0.07391674834432294,-0.015199032018935509
1,0.07669963271492075,-0.013992341043843774
1,0.07948251708551857,-0.01277074086307656
1,0.0822654014561164,-0.011535356117014024
1,0.08504828582671423,-0.01028725715227225
1,0.08783117019731204,-0.009027463531564443
1,0.09061405456790986,-0.00775694725051666
1,0.0933969389385077,-0.006476635691333736
1,0.09617982330910552,-0.0051874143396334355
1,0.09896270767970333,-0.003890129287720746
1,0.10174559205030119,-0.002585589544801735
1,0.10452847642089902,-0.00127456917237531
1,0.10731136079149683,4.2190738971643054e-5
1,0.11009424516209465,0.0013639802370040758
1,0.11287712953269248,0.0026901188065612124
1,0.11566001390329031,0.004019953788094527
1,0.11844289827388813,0.005352858905638214
1,0.12122578264448595,0.00668823289499086
1,0.12400866701508377,0.008025498223685246
1,0.1267915513856816,0.009364099895291743
1,0.12957443575627942,0.010703504331180815
1,0.13235732012687723,0.012043198323658858
1,0.13514020449747507,0.01338268805483318
1,0.1379230888680729,0.0147214981762078
1,0.14070597323867073,0.016059170944371953
1,0.14348885760926855,0.017395265408597597
1,0.14627174197986637,0.018729356646530172
1,0.14905462635046418,0.02006103504449352
1,0.151837510721062,0.021389905619204307
