Clapeyron Database File
SAFTVRMie Parameters [csvtype = unlike, grouptype = unknown]
species1,species2,sigma,lambda_a,lambda_r,epsilon
ethanol,heptane,4.039751702673901,6.0,15.165040994516783,306.67893599353033
