branch,x_acetonitrile,x_palmitic_acid
left,0.0,0.13772985884364436
left,0.008668160648484557,0.14185209580002897
left,0.01725695400352596,0.14578077682546506
left,0.025772050354751667,0.14952233829319506
left,0.03421885666319048,0.15308329758603553
left,0.042602518911950465,0.1564701255433807
left,0.05092792993468698,0.15968915607766482
left,0.05919974073819132,0.16274652384557997
left,0.0674223739056687,0.16564812291734995
left,0.07560003808810384,0.1683995810308578
left,0.0837367428985275,0.17100624530457775
left,0.09183631374654837,0.17347317628106465
left,0.09990240631028252,0.17580514794016922
left,0.10793852045651102,0.17800665190810847
left,0.11594801350003235,0.18008190453548556
left,0.12393411274899274,0.18203485585664794
left,0.13189992732126998,0.1838691996996421
left,0.13984845924273037,0.18558838440998202
left,0.1477826138549769,0.18719562379762703
left,0.15570520957068487,0.1886939080264314
left,0.1636189870206901,0.1900860142475839
left,0.1715266176399758,0.19137451684011422
left,0.1794307117406543,0.1925617971670555
left,0.1873338261195465,0.19365005278977812
left,0.19523847124666546,0.19464130610750502
left,0.2031471180790203,0.19553741240707964
left,0.2110622045420252,0.1963400673207503
left,0.21898614171854092,0.19705081369868332
left,0.22692131978332716,0.19767104790895026
left,0.23487011371850686,0.19820202558164898
left,0.24283488884360438,0.1986448668161056
left,0.2508180061918409,0.19900056087121773
left,0.2588218277626261,0.19926997035937563
left,0.2668487216786813,0.19945383496395613
left,0.27490106727481184,0.1995527746998125
left,0.2829812601441814,0.19956729273502966
left,0.2910917171668257,0.19949777779122932
left,0.29923488154426053,0.19934450613832985
left,0.3074132278631719,0.19910764319857846
left,0.3156292672104859,0.19878724477338192
right,0.9232951106293673,0.027593447315879125
right,0.936758811634373,0.02379871208628484
right,0.9499639266889435,0.02034970060202695
right,0.9628971157256375,0.017249335496514362
right,0.9755533470207078,0.014492026989285036
right,0.9879349184433457,0.012065081556654303
