branch,x_acetonitrile,x_palmitic_acid
left,0.0,0.09025224822696495
left,0.009154896576674633,0.09366523890921147
left,0.018243401496606883,0.09695162591795933
left,0.027269363915577372,0.10011099078594686
left,0.0362366190307509,0.10314367898891537
left,0.04514895800824286,0.10605063143679135
left,0.0540101063831807,0.10883324467751847
left,0.0628237091773239,0.11149325592070501
left,0.07159332127762544,0.11403264918938512
left,0.0803224018867538,0.11645357924570825
left,0.0890143120878502,0.11875831033028304
left,0.09767231476044173,0.12094916715602438
left,0.10629957624516236,0.1230284959774105
left,0.11489916928576033,0.12499863390074842
left,0.12347407688217742,0.12686188490460243
left,0.13202719677250857,0.1286205013014435
left,0.1405613463282042,0.13027666959423673
left,0.14907926769928628,0.13183249986886214
left,0.15758363308738557,0.13329001801937926
left,0.16607705005640172,0.1346511602324332
left,0.17456206681538314,0.1359177692638534
left,0.18304117742739223,0.137091592128008
right,0.946108018737518,0.014055854157744265
right,0.9579860900309373,0.012076844655595958
right,0.9697148295814052,0.010291050221039929
right,0.9812929138685831,0.008693893132758012
right,0.9927217095864664,0.0072782904135336255
