x_acetonitrile,x_palmitic_acid
0.319639440991555,0.1986012180634953
0.31218608296848815,0.19561722238710166
0.3049713078445688,0.1925864825105403
0.29798503442830354,0.18951524571914988
0.2912177443482983,0.18640922409811567
0.2846604803310723,0.1832736364571352
0.27830476422570666,0.18011326315320353
0.27214258407196157,0.1769324816719815
0.2661663555866092,0.17373530412732574
0.26036887861828006,0.17052541220302836
0.2547433246242759,0.16730618332941216
0.24928320322639155,0.16408071833631366
0.24398234402421629,0.16085186409786772
0.23883487322504485,0.1576222353263482
0.2338351873826398,0.15439423378976141
0.2289779558404882,0.15117006450181958
0.22425808560200394,0.14795175248299755
0.21967071355772427,0.1447411564361699
0.2152111952543794,0.14153998190211287
0.21087509038681074,0.13834979326774277
0.20665814989223802,0.1351720238965869
0.20255630770195077,0.13200798675288755
0.19856566943132084,0.12885888306241677
0.19468250373990784,0.12572581053004983
0.19090323334748818,0.12260977120221037
0.1872244271320919,0.11951167833479905
0.18364279316200846,0.11643236270285023
0.1801551708526807,0.11337257881279465
0.17675852480755488,0.11033301022978573
0.1734499392742289,0.10731427450733982
0.17022661125638525,0.10431692813947992
0.16708584587126885,0.10134147069158808
0.1640250512645352,0.09838834881299269
0.1610417326698295,0.09545796019050962
0.15813349080409914,0.0925506563917913
0.1552980132148095,0.08966674693568397
0.15253307498929636,0.08680650135951888
0.14983653317383686,0.08397015260647948
0.14720631430329617,0.08115789968718796
0.144640435092065,0.0783699089961777
0.14213696712652515,0.0756063181494428
0.13969406269076032,0.07286723658605826
0.1373099327139788,0.07015274845310959
0.13498285237623345,0.06746291400370537
0.1327111583086122,0.06479777130471806
0.1304932387567518,0.06215733806845241
0.12832754755500442,0.05954161255597325
0.1262125792186,0.05695057569582762
0.12414689110538202,0.05438419160814485
0.12212907879781537,0.0518424094631454
0.12015779261549035,0.04932516409472262
0.11823172524828611,0.04683237732673623
0.11634960869038391,0.044363958972743804
0.1145102218787991,0.0419198075474791
0.11271238240171487,0.039499811275831506
0.11095494441819963,0.03710384890491585
0.10923680112981816,0.03473179038295333
0.10755688116238046,0.032383497609769926
0.10591414571306532,0.030058825120970602
0.10430759085249602,0.02775762065337288
0.10273624423557026,0.025479725759276303
0.1011991626858738,0.023224976365042338
0.09969543415401162,0.02099320324543227
0.09822417445922235,0.01878423252804559
0.09678452685487092,0.016597886135426246
0.0953756610479464,0.014433982205740168
0.09399677225906886,0.012292335487013055
0.09264708032101224,0.01017275770655381
0.09132582881393504,0.008075057917079662
0.09003228423555548,0.005999042820961211
0.08876573520464748,0.003944517073911981
0.9506251031936772,0.00048609633319095545
0.9502901464807865,0.0007384725701472894
0.9499529876684066,0.0009929658658649042
0.9496135927736622,0.0012496162657111996
0.9492719261853622,0.0015084655178363364
0.948927950574237,0.0017695571631525095
0.9485816267982068,0.0020329366304812817
0.9482329138023683,0.002298651337204036
0.9478817685133634,0.0025667507957768277
0.9475281457277792,0.0028372867264975427
0.9471719979941909,0.0031103131769444825
0.9468132755013303,0.0033858866570361003
0.9464519258965092,0.003664066242168529
0.9460878942174945,0.003944913758451091
0.9457211226976519,0.004228493919966866
0.945351550623219,0.004514874447936936
0.9449791141652324,0.00480412630739518
0.9446037461847769,0.005096323864413676
0.9442253761152845,0.0053915450227246045
0.9438439296682091,0.005689871521336469
0.9434593285608979,0.005991389154761327
0.9430714907289139,0.006296187794476179
0.9426803295400237,0.006604361916735453
0.9422857535027567,0.006916010856071757
0.9418876669134667,0.0072312386960608445
0.9414859679971825,0.007550155256844985
0.941080550564426,0.007872875554195755
0.9406713015247936,0.008199521101639818
0.9402581025831672,0.00853021936566789
0.9398408283699893,0.00886510483367228
0.9394193467137187,0.00920431913565826
0.9389935181884846,0.009548011494401166
0.9385631950608504,0.009896339565974318
0.9381282221437787,0.010249469166261398
0.9376884339727249,0.010607576113785473
0.9372436576639152,0.010970845243950046
0.9367937079483465,0.011339472629841989
0.9363383910692998,0.011713665135555048
0.9358774992288931,0.01209364211780543
0.9354108151916892,0.01247963529423628
0.9349381061626464,0.012871890634157631
0.9344591264804177,0.013270668671572889
0.9339736151192932,0.013676245869519262
0.933481294557968,0.014088915811783174
0.9329818706696834,0.014508990253454724
0.932475029826735,0.01493680086305148
0.9319604381569708,0.015372700620081848
0.9314377408848683,0.01581706527541077
0.9309065589162641,0.016270295594422408
0.9303664876626672,0.01673281922858096
0.9298170959411993,0.017205092684347594
0.9292579218218736,0.01768760426574688
0.9286884700752808,0.01818087683786705
0.9281082142770473,0.018685469396528348
0.9275165839225418,0.01920198324919521
0.9269129685032245,0.01973106356556291
0.9262967145459654,0.02027340312020222
0.9256671165212668,0.020829748375793496
0.9250234067953349,0.021400906533191526
0.9243647685684523,0.021987745015048986
0.9236903098770859,0.022591204751872707
0.9229990660574485,0.02321230438716841
0.9222899900994497,0.02385214905109171
0.9215619429855977,0.024511940156732245
0.9208136838572598,0.025192985729876348
0.9200438566190586,0.02589671368360569
0.9192509771379979,0.026624685209461426
0.918433417429021,0.02737861084343622
0.9175893850763001,0.028160370722515322
0.9167169044688324,0.02897203413536648
0.9158137879529633,0.029815887532901805
