x1_phase1,x3_phase1,x1_phase2,x3_phase2
0.049502672873571595,0.0009094018619449053,0.9632205095454929,7.238511179380759e-5
0.05395226927799027,0.014176179481557763,0.9623751026148065,0.0010419060671871655
0.054587341022257006,0.016001528635759543,0.9622731747378305,0.0011634326910095823
0.056894522808859704,0.0225005353987047,0.9619357708958859,0.0015748430442614307
0.06130109575706872,0.03437698023920914,0.9614124971197864,0.0022480087115424137
0.06161039876681044,0.03518591390354944,0.9613808398862488,0.002290466663447755
0.06010646732097895,0.031223127851048676,0.9615405605056659,0.002078505369666124
